src_slug,src_urn,dst_urn,dst_slug,testo_rif,interno
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2016-10-22;193,,"articolo 4-ter, comma 1, lettera o), numero 1), del decreto-legge 22 ottobre 2016, n. 193",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2016-12-01;225,,"legge 1° dicembre 2016, n. 225",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legislativo:1995-10-26;504,,"decreto legislativo 26 ottobre 1995, n. 504",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2016-12-11;232,,"articolo 1, comma 9, della legge 11 dicembre 2016, n. 232",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2017-12-27;205,,"articolo 1, comma 30, della legge 27 dicembre 2017, n. 205",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2015-12-28;208,,"articolo 1, comma 93, della legge 28 dicembre 2015, n. 208",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2015;208,,comma 121 dell'articolo 1 della legge n. 208 del 2015,False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2013-06-04;63,,"decreto-legge 4 giugno 2013, n. 63",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2013-08-03;90,,"legge 3 agosto 2013, n. 90",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legislativo:1993-09-01;385,,"decreto legislativo 1° settembre 1993, n. 385",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2013-12-23;145,,"articolo 3 del decreto-legge 23 dicembre 2013, n. 145",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2014-02-21;9,,"legge 21 febbraio 2014, n. 9",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2012-10-18;179,,"articolo 25 del decreto-legge 18 ottobre 2012, n. 179",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2012-12-17;221,,"legge 17 dicembre 2012, n. 221",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2015-01-24;3,,"articolo 4 del decreto-legge 24 gennaio 2015, n. 3",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2015-03-24;33,,"legge 24 marzo 2015, n. 33",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:codice.civile:1942-03-16;262,,articolo 2359 del codice civile,False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legislativo:2010-01-27;39,,"articolo 8 del decreto legislativo 27 gennaio 2010, n. 39",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legislativo:2010;39,,decreto legislativo n. 39 del 2010,False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:presidente.repubblica:decreto:2000-12-28;445,,testo unico delle disposizioni legislative e regolamentari in materia di documentazione amministrativa,False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:1998-07-11;224,,"articolo 1, comma 1, della legge 11 luglio 1998, n. 224",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:azienda.nazionale.autonoma.strade::2020;2016,,ANAS 2016-2020,False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:decreto.legge:2016-10-17;189,,"articolo 44, comma 6-ter, del decreto-legge 17 ottobre 2016, n. 189",False
l_145_2018,urn:nir:stato:legge:2018-12-30;145,urn:nir:stato:legge:2016-12-15;229,,"legge 15 dicembre 2016, n. 229",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:costituzione:1947-12-27,,articoli 77,False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:1996-12-23;662,,"articolo 2, comma 100, lettera a), della legge 23 dicembre 1996, n. 662",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legislativo:2001-03-30;165,,"articolo 1, comma 2, del decreto legislativo 30 marzo 2001, n. 165",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legge:2008-11-29;185,,"articolo 9, comma 3-bis, del decreto-legge 29 novembre 2008, n. 185",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2009-01-28;2,,"legge 28 gennaio 2009, n. 2",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legislativo:1993-09-01;385,,"articolo 106 del decreto legislativo 1° settembre 1993, n. 385",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legge:2013-04-08;35,,"articolo 7 del decreto-legge 8 aprile 2013, n. 35",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2013-06-06;64,,"legge 6 giugno 2013, n. 64",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2013-12-27;147,,"articolo 1, comma 48, lettera a), della legge 27 dicembre 2013, n. 147",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:1988-08-23;400,,"articolo 17, comma 3, della legge 23 agosto 1988, n. 400",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2018-12-30;145,l_145_2018,"articolo 1 della legge 30 dicembre 2018, n. 145",True
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:presidente.repubblica:decreto:1973-09-29;601,,"articolo 6 del decreto del Presidente della Repubblica 29 settembre 1973, n. 601",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legislativo:2017-07-03;117,,"decreto legislativo 3 luglio 2017, n. 117",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:decreto.legge:2004-11-29;282,,"articolo 10, comma 5, del decreto-legge 29 novembre 2004, n. 282",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2004-12-27;307,,"legge 27 dicembre 2004, n. 307",False
dl_135_2018,urn:nir:stato:decreto.legge:2018-12-14;135,urn:nir:stato:legge:2014-12-23;190,,"articolo 1, comma 200, della legge 23 dicembre 2014, n. 190",False
l_98_2013,urn:nir:stato:legge:2013-08-09;98,urn:nir:stato:decreto.legge:2013-06-21;69,,"decreto-legge 21 giugno 2013, n. 69",False
l_98_2013,urn:nir:stato:legge:2013-08-09;98,urn:nir:stato:decreto.legge:2013-06-24;72,,"decreto-legge 24 giugno 2013, n. 72",False
l_98_2013,urn:nir:stato:legge:2013-08-09;98,urn:nir:stato:legge:1988-08-23;400,,"art. 15, comma 5, della legge 23 agosto 1988, n. 400",False
