celex,articolo_id,lamf_L1,lamf_L2,lamf_L3,lamf_L4,n_tokens_labeled,n_fragments,entropy,dominant_lamf
dlgs_36_2023,art116,15.11111111111111,83.91111111111111,0.0,0.9777777777777777,1125,1,0.3448034206454915,L2
dlgs_36_2023,art117,0.0,100.0,0.0,0.0,1629,1,0.0,L2
dlgs_36_2023,art118,6.995884773662551,93.00411522633745,0.0,0.0,486,1,0.18288502853491112,L2
dlgs_36_2023,art119,10.583768391077362,53.6782154722354,0.0,35.738016136687236,2107,1,0.6776263214798557,L2
dlgs_36_2023,art12,100.0,0.0,0.0,0.0,35,1,0.0,L1
dlgs_36_2023,art120,0.0,82.68229166666666,0.0,17.317708333333336,1536,1,0.3324606237385481,L2
dlgs_36_2023,art121,0.0,85.71428571428571,0.0,14.285714285714285,791,1,0.29583638784846866,L2
dlgs_36_2023,art122,0.0,83.04093567251462,0.0,16.95906432748538,684,1,0.3283837418822292,L2
dlgs_36_2023,art123,0.0,100.0,0.0,0.0,190,1,0.0,L2
dlgs_36_2023,art124,0.0,100.0,0.0,0.0,460,1,0.0,L2
dlgs_36_2023,art125,0.0,95.93082400813834,0.0,4.069175991861648,983,1,0.12272746972753909,L2
dlgs_36_2023,art126,0.0,100.0,0.0,0.0,345,1,0.0,L2
dlgs_36_2023,art127,0.0,100.0,0.0,0.0,252,1,0.0,L2
dlgs_36_2023,art128,65.27777777777779,34.72222222222222,0.0,0.0,288,1,0.46578138279778697,L1
dlgs_36_2023,art129,30.102040816326532,69.89795918367348,0.0,0.0,196,1,0.4412673306201621,L2
dlgs_36_2023,art13,42.42424242424242,57.57575757575758,0.0,0.0,363,1,0.4916880936269168,L2
dlgs_36_2023,art130,30.211480362537763,69.78851963746223,0.0,0.0,331,1,0.44193033708994434,L2
dlgs_36_2023,art131,8.213552361396303,91.78644763860369,0.0,0.0,487,1,0.20482974934751352,L2
dlgs_36_2023,art132,100.0,0.0,0.0,0.0,104,1,0.0,L1
dlgs_36_2023,art133,100.0,0.0,0.0,0.0,42,1,0.0,L1
dlgs_36_2023,art134,20.0,80.0,0.0,0.0,495,1,0.3609640460009861,L2
dlgs_36_2023,art135,100.0,0.0,0.0,0.0,142,1,0.0,L1
dlgs_36_2023,art136,55.58139534883721,44.41860465116279,0.0,0.0,430,1,0.4954963381633992,L1
dlgs_36_2023,art137,100.0,0.0,0.0,0.0,348,1,0.0,L1
dlgs_36_2023,art138,92.63157894736842,0.0,0.0,7.368421052631578,285,1,0.1897621874886453,L1
dlgs_36_2023,art139,4.956268221574344,72.01166180758017,0.0,23.03206997084548,343,1,0.5219183086065294,L2
dlgs_36_2023,art14,0.0,100.0,0.0,0.0,1983,1,0.0,L2
dlgs_36_2023,art140,0.0,82.77830637488105,0.0,17.221693625118935,1051,1,0.331375573776996,L2
dlgs_36_2023,art141,31.558185404339252,68.44181459566076,0.0,0.0,507,1,0.4497560084528268,L2
dlgs_36_2023,art142,49.353448275862064,35.12931034482759,0.0,15.517241379310345,464,1,0.7250519644539328,L1
dlgs_36_2023,art143,19.77040816326531,80.2295918367347,0.0,0.0,784,1,0.35865621082882504,L2
dlgs_36_2023,art144,71.97452229299363,28.02547770700637,0.0,0.0,157,1,0.42789886353510165,L1
dlgs_36_2023,art145,69.62962962962963,30.37037037037037,0.0,0.0,135,1,0.44288563320479696,L1
dlgs_36_2023,art146,100.0,0.0,0.0,0.0,231,1,0.0,L1
dlgs_36_2023,art147,100.0,0.0,0.0,0.0,210,1,0.0,L1
dlgs_36_2023,art148,100.0,0.0,0.0,0.0,387,1,0.0,L1
dlgs_36_2023,art149,100.0,0.0,0.0,0.0,176,1,0.0,L1
dlgs_36_2023,art15,82.74647887323944,17.253521126760564,0.0,0.0,568,1,0.331735768161019,L1
dlgs_36_2023,art150,100.0,0.0,0.0,0.0,46,1,0.0,L1
dlgs_36_2023,art151,100.0,0.0,0.0,0.0,219,1,0.0,L1
dlgs_36_2023,art152,100.0,0.0,0.0,0.0,96,1,0.0,L1
dlgs_36_2023,art153,0.0,100.0,0.0,0.0,273,1,0.0,L2
dlgs_36_2023,art154,0.0,100.0,0.0,0.0,42,1,0.0,L2
dlgs_36_2023,art155,0.0,100.0,0.0,0.0,177,1,0.0,L2
dlgs_36_2023,art156,0.0,100.0,0.0,0.0,193,1,0.0,L2
dlgs_36_2023,art157,0.0,100.0,0.0,0.0,220,1,0.0,L2
dlgs_36_2023,art158,8.86214442013129,91.13785557986871,0.0,0.0,914,1,0.21592577939971194,L2
dlgs_36_2023,art159,0.0,100.0,0.0,0.0,314,1,0.0,L2
dlgs_36_2023,art16,39.81481481481482,38.88888888888889,0.0,21.296296296296298,216,1,0.7670333730000555,L1
dlgs_36_2023,art160,0.0,100.0,0.0,0.0,150,1,0.0,L2
dlgs_36_2023,art161,0.0,100.0,0.0,0.0,281,1,0.0,L2
dlgs_36_2023,art162,39.565217391304344,60.43478260869565,0.0,0.0,230,1,0.48417519497156014,L2
dlgs_36_2023,art163,0.0,100.0,0.0,0.0,223,1,0.0,L2
dlgs_36_2023,art164,0.0,100.0,0.0,0.0,447,1,0.0,L2
dlgs_36_2023,art165,0.0,100.0,0.0,0.0,147,1,0.0,L2
dlgs_36_2023,art166,23.61111111111111,76.38888888888889,0.0,0.0,216,1,0.3942565788262942,L2
dlgs_36_2023,art167,0.0,100.0,0.0,0.0,278,1,0.0,L2
dlgs_36_2023,art168,2.4752475247524752,97.52475247524752,0.0,0.0,404,1,0.08367542085562085,L2
dlgs_36_2023,art169,0.0,100.0,0.0,0.0,35,1,0.0,L2
dlgs_36_2023,art17,24.070021881838073,63.89496717724289,0.0,12.035010940919037,457,1,0.6375512979858524,L2
dlgs_36_2023,art170,21.086956521739133,78.91304347826087,0.0,0.0,460,1,0.37157079730709164,L2
dlgs_36_2023,art171,21.804511278195488,0.0,0.0,78.19548872180451,133,1,0.3782909172651435,L4
dlgs_36_2023,art172,0.0,89.25373134328358,0.0,10.746268656716417,335,1,0.24610744624904157,L2
dlgs_36_2023,art173,100.0,0.0,0.0,0.0,87,1,0.0,L1
dlgs_36_2023,art174,100.0,0.0,0.0,0.0,331,1,0.0,L1
dlgs_36_2023,art175,9.444444444444445,45.83333333333333,16.38888888888889,28.333333333333332,720,1,0.890259563687069,L2
dlgs_36_2023,art176,100.0,0.0,0.0,0.0,74,1,0.0,L1
dlgs_36_2023,art177,100.0,0.0,0.0,0.0,630,1,0.0,L1
dlgs_36_2023,art178,25.301204819277107,50.602409638554214,0.0,24.096385542168676,249,1,0.7468295958418949,L2
dlgs_36_2023,art179,0.0,100.0,0.0,0.0,400,1,0.0,L2
dlgs_36_2023,art18,0.0,68.32386363636364,0.0,31.676136363636363,704,1,0.4504123625807703,L2
dlgs_36_2023,art180,100.0,0.0,0.0,0.0,208,1,0.0,L1
dlgs_36_2023,art181,100.0,0.0,0.0,0.0,87,1,0.0,L1
dlgs_36_2023,art182,13.614262560777956,86.38573743922204,0.0,0.0,617,1,0.2870234258596828,L2
dlgs_36_2023,art183,0.0,100.0,0.0,0.0,569,1,0.0,L2
dlgs_36_2023,art184,0.0,100.0,0.0,0.0,369,1,0.0,L2
dlgs_36_2023,art185,23.015873015873016,65.47619047619048,0.0,11.507936507936508,252,1,0.6233869597314348,L2
dlgs_36_2023,art186,4.595588235294118,53.125,0.0,42.279411764705884,544,1,0.6070470078873491,L2
dlgs_36_2023,art187,0.0,100.0,0.0,0.0,129,1,0.0,L2
dlgs_36_2023,art188,100.0,0.0,0.0,0.0,35,1,0.0,L1
dlgs_36_2023,art189,0.0,97.02457956015525,0.0,2.975420439844761,773,1,0.09657885030838084,L2
dlgs_36_2023,art19,31.09404990403071,68.90595009596929,0.0,0.0,521,1,0.4471280593416794,L2
dlgs_36_2023,art190,0.0,56.57686212361332,0.0,43.42313787638668,631,1,0.493741483537032,L2
dlgs_36_2023,art191,55.60747663551402,44.39252336448598,0.0,0.0,214,1,0.49545406039085665,L1
dlgs_36_2023,art192,48.4375,51.5625,0.0,0.0,320,1,0.4996477207383824,L2
dlgs_36_2023,art193,4.387568555758683,95.61243144424132,0.0,0.0,1641,1,0.12989411116523034,L2
dlgs_36_2023,art194,67.38095238095238,32.61904761904762,0.0,0.0,420,1,0.4554933787153486,L1
dlgs_36_2023,art195,64.5412130637636,35.45878693623639,0.0,0.0,643,1,0.46904940108847126,L1
dlgs_36_2023,art196,26.108374384236456,73.89162561576354,0.0,0.0,406,1,0.4141886771838052,L2
dlgs_36_2023,art197,0.0,92.23985890652557,0.0,7.760141093474426,567,1,0.19683535037833877,L2
dlgs_36_2023,art198,4.81283422459893,95.18716577540107,0.0,0.0,187,1,0.13919622388882485,L2
dlgs_36_2023,art199,55.833333333333336,44.166666666666664,0.0,0.0,360,1,0.4950796303093963,L1
dlgs_36_2023,art2,74.6606334841629,25.339366515837103,0.0,0.0,221,1,0.4083063891449089,L1
dlgs_36_2023,art20,15.053763440860216,84.94623655913979,0.0,0.0,93,1,0.30559204919305405,L2
dlgs_36_2023,art200,14.754098360655737,85.24590163934425,0.0,0.0,122,1,0.3018261234345055,L2
dlgs_36_2023,art201,70.55961070559611,29.44038929440389,0.0,0.0,411,1,0.43717114950452485,L1
dlgs_36_2023,art202,0.0,100.0,0.0,0.0,152,1,0.0,L2
dlgs_36_2023,art203,50.0,50.0,0.0,0.0,132,1,0.499999998557305,L1
dlgs_36_2023,art204,10.436432637571158,78.08349146110058,0.0,11.480075901328274,1054,1,0.4887232478457714,L2
dlgs_36_2023,art205,14.399999999999999,85.6,0.0,0.0,375,1,0.2973096706048111,L2
dlgs_36_2023,art206,0.0,0.0,0.0,100.0,140,1,0.0,L4
dlgs_36_2023,art207,37.5,62.5,0.0,0.0,272,1,0.47721700001978745,L2
dlgs_36_2023,art208,62.06896551724138,37.93103448275862,0.0,0.0,174,1,0.4787767404146791,L1
dlgs_36_2023,art209,0.0,0.0,0.0,100.0,2010,1,0.0,L4
dlgs_36_2023,art21,22.83464566929134,77.16535433070865,0.0,0.0,127,1,0.38755882390405727,L2
dlgs_36_2023,art210,20.869565217391305,72.34782608695653,0.0,6.782608695652175,575,1,0.5364564787906574,L2
dlgs_36_2023,art211,26.190476190476193,73.80952380952381,0.0,0.0,42,1,0.4148035501014065,L2
dlgs_36_2023,art212,0.0,20.56737588652482,0.0,79.43262411347519,141,1,0.3665657452207044,L4
dlgs_36_2023,art213,5.11669658886894,88.8689407540395,0.0,6.014362657091562,1114,1,0.30732215399907775,L2
dlgs_36_2023,art214,60.0,40.0,0.0,0.0,480,1,0.4854752957846393,L1
dlgs_36_2023,art215,0.0,61.57407407407407,0.0,38.425925925925924,216,1,0.48049736833475,L2
dlgs_36_2023,art216,0.0,0.0,0.0,100.0,415,1,0.0,L4
dlgs_36_2023,art217,0.0,82.6923076923077,0.0,17.307692307692307,156,1,0.33234765123197585,L2
dlgs_36_2023,art218,22.22222222222222,77.77777777777779,0.0,0.0,90,1,0.38210225181161506,L2
dlgs_36_2023,art219,0.0,0.0,0.0,100.0,80,1,0.0,L4
dlgs_36_2023,art22,44.61538461538462,55.38461538461539,0.0,0.0,195,1,0.4958089134513565,L2
dlgs_36_2023,art220,0.0,0.0,0.0,100.0,325,1,0.0,L4
dlgs_36_2023,art221,19.34032983508246,61.6191904047976,2.998500749625187,16.041979010494753,667,1,0.7320498690446524,L2
dlgs_36_2023,art222,0.0,21.005385996409338,0.0,78.99461400359067,557,1,0.37079283788970097,L4
dlgs_36_2023,art223,49.963154016212236,41.93072955047899,0.0,8.106116433308769,1357,1,0.6598874836822308,L1
dlgs_36_2023,art224,17.228464419475657,82.77153558052434,0.0,0.0,534,1,0.3314522422959715,L2
dlgs_36_2023,art225,0.0,100.0,0.0,0.0,1760,1,0.0,L2
dlgs_36_2023,art226,100.0,0.0,0.0,0.0,506,1,0.0,L1
dlgs_36_2023,art227,100.0,0.0,0.0,0.0,37,1,0.0,L1
dlgs_36_2023,art228,51.92307692307693,48.07692307692308,0.0,0.0,52,1,0.499466325870334,L1
dlgs_36_2023,art229,100.0,0.0,0.0,0.0,176,1,0.0,L1
dlgs_36_2023,art23,7.493188010899182,79.42779291553134,0.0,13.079019073569482,734,1,0.4639343075075797,L2
dlgs_36_2023,art24,47.61904761904761,27.31829573934837,0.0,25.062656641604008,399,1,0.760736155219013,L1
dlgs_36_2023,art25,23.076923076923077,76.92307692307693,0.0,0.0,325,1,0.3896749172033475,L2
dlgs_36_2023,art26,0.0,70.88607594936708,0.0,29.11392405063291,158,1,0.43509416616144425,L2
dlgs_36_2023,art27,9.659090909090908,90.3409090909091,0.0,0.0,176,1,0.22904746074110052,L2
dlgs_36_2023,art28,0.0,100.0,0.0,0.0,252,1,0.0,L2
dlgs_36_2023,art29,0.0,100.0,0.0,0.0,93,1,0.0,L2
dlgs_36_2023,art3,100.0,0.0,0.0,0.0,43,1,0.0,L1
dlgs_36_2023,art30,0.0,100.0,0.0,0.0,320,1,0.0,L2
dlgs_36_2023,art31,23.62204724409449,76.37795275590551,0.0,0.0,127,1,0.3943491783197386,L2
dlgs_36_2023,art32,7.2727272727272725,92.72727272727272,0.0,0.0,1320,1,0.1880099240419414,L2
dlgs_36_2023,art33,0.0,100.0,0.0,0.0,1192,1,0.0,L2
dlgs_36_2023,art34,0.0,100.0,0.0,0.0,555,1,0.0,L2
dlgs_36_2023,art35,0.0,91.39784946236558,0.0,8.60215053763441,651,1,0.21152440641398387,L2
dlgs_36_2023,art36,0.0,88.24833702882484,0.0,11.751662971175167,451,1,0.26109005512044803,L2
dlgs_36_2023,art37,13.41772151898734,86.58227848101265,0.0,0.0,395,1,0.28439195909861786,L2
dlgs_36_2023,art38,5.853994490358127,94.14600550964187,0.0,0.0,1452,1,0.16081078428755338,L2
dlgs_36_2023,art39,20.579710144927535,67.3913043478261,0.0,12.028985507246377,690,1,0.6103003497126959,L2
dlgs_36_2023,art4,100.0,0.0,0.0,0.0,18,1,0.0,L1
dlgs_36_2023,art40,15.273775216138327,84.72622478386167,0.0,0.0,347,1,0.30832466623873994,L2
dlgs_36_2023,art41,12.493946731234868,87.50605326876514,0.0,0.0,2065,1,0.2716972397030742,L2
dlgs_36_2023,art42,0.0,100.0,0.0,0.0,355,1,0.0,L2
dlgs_36_2023,art43,0.0,100.0,0.0,0.0,402,1,0.0,L2
dlgs_36_2023,art44,0.0,100.0,0.0,0.0,278,1,0.0,L2
dlgs_36_2023,art45,0.0,100.0,0.0,0.0,594,1,0.0,L2
dlgs_36_2023,art46,13.705583756345177,86.29441624365482,0.0,0.0,394,1,0.28823803594584096,L2
dlgs_36_2023,art47,90.35532994923858,9.644670050761421,0.0,0.0,394,1,0.228814808114308,L1
dlgs_36_2023,art48,57.77777777777777,42.22222222222222,0.0,0.0,135,1,0.49123704197662543,L1
dlgs_36_2023,art49,9.734513274336283,90.2654867256637,0.0,0.0,226,1,0.23026145902993067,L2
dlgs_36_2023,art5,100.0,0.0,0.0,0.0,169,1,0.0,L1
dlgs_36_2023,art50,11.553273427471117,88.44672657252889,0.0,0.0,779,1,0.25819101711129266,L2
dlgs_36_2023,art51,48.57142857142857,51.42857142857142,0.0,0.0,35,1,0.49970553092668263,L2
dlgs_36_2023,art52,0.0,38.582677165354326,0.0,61.417322834645674,127,1,0.4810267693729132,L4
dlgs_36_2023,art53,0.0,100.0,0.0,0.0,209,1,0.0,L2
dlgs_36_2023,art54,0.0,100.0,0.0,0.0,165,1,0.0,L2
dlgs_36_2023,art55,0.0,100.0,0.0,0.0,41,1,0.0,L2
dlgs_36_2023,art56,100.0,0.0,0.0,0.0,1048,1,0.0,L1
dlgs_36_2023,art57,36.52849740932643,63.47150259067358,0.0,0.0,386,1,0.4734914242588844,L2
dlgs_36_2023,art58,0.0,100.0,0.0,0.0,328,1,0.0,L2
dlgs_36_2023,art59,18.25,81.75,0.0,0.0,800,1,0.34275783752452454,L2
dlgs_36_2023,art6,100.0,0.0,0.0,0.0,137,1,0.0,L1
dlgs_36_2023,art60,4.552590266875981,95.44740973312402,0.0,0.0,637,1,0.13353916192062032,L2
dlgs_36_2023,art61,92.19330855018588,7.806691449814126,0.0,0.0,269,1,0.1976654719279981,L1
dlgs_36_2023,art62,24.398249452954047,58.97155361050328,0.0,16.630196936542667,1828,1,0.6881302584343285,L2
dlgs_36_2023,art63,37.29372937293729,45.984598459845984,0.0,16.721672167216724,909,1,0.7387634790658743,L2
dlgs_36_2023,art64,0.0,100.0,0.0,0.0,252,1,0.0,L2
dlgs_36_2023,art65,83.6405529953917,16.359447004608295,0.0,0.0,434,1,0.32141986780110005,L1
dlgs_36_2023,art66,71.67235494880546,28.327645051194537,0.0,0.0,586,1,0.4299384402536157,L1
dlgs_36_2023,art67,3.3670033670033668,96.63299663299664,0.0,0.0,891,1,0.10623772578463059,L2
dlgs_36_2023,art68,51.54109589041096,39.46917808219178,0.0,8.98972602739726,1168,1,0.667322379886322,L1
dlgs_36_2023,art69,100.0,0.0,0.0,0.0,77,1,0.0,L1
dlgs_36_2023,art7,55.0561797752809,44.9438202247191,0.0,0.0,356,1,0.49630544349477523,L1
dlgs_36_2023,art70,7.7631578947368425,92.23684210526316,0.0,0.0,760,1,0.19688921433212397,L2
dlgs_36_2023,art71,10.762331838565023,89.23766816143498,0.0,0.0,223,1,0.24635264020917513,L2
dlgs_36_2023,art72,0.0,100.0,0.0,0.0,364,1,0.0,L2
dlgs_36_2023,art73,0.0,100.0,0.0,0.0,479,1,0.0,L2
dlgs_36_2023,art74,21.267893660531698,78.7321063394683,0.0,0.0,489,1,0.3732861589722306,L2
dlgs_36_2023,art75,13.295880149812733,86.70411985018727,0.0,0.0,534,1,0.2827486133389828,L2
dlgs_36_2023,art76,8.59375,91.40625,0.0,0.0,896,1,0.21138117044688076,L2
dlgs_36_2023,art77,0.0,100.0,0.0,0.0,122,1,0.0,L2
dlgs_36_2023,art78,0.0,94.08866995073892,0.0,5.911330049261084,203,1,0.16195747398860763,L2
dlgs_36_2023,art79,0.0,100.0,0.0,0.0,13,1,0.0,L2
dlgs_36_2023,art8,100.0,0.0,0.0,0.0,133,1,0.0,L1
dlgs_36_2023,art80,100.0,0.0,0.0,0.0,11,1,0.0,L1
dlgs_36_2023,art81,0.0,100.0,0.0,0.0,357,1,0.0,L2
dlgs_36_2023,art82,0.0,100.0,0.0,0.0,63,1,0.0,L2
dlgs_36_2023,art83,0.0,100.0,0.0,0.0,142,1,0.0,L2
dlgs_36_2023,art84,0.0,100.0,0.0,0.0,204,1,0.0,L2
dlgs_36_2023,art85,0.0,100.0,0.0,0.0,328,1,0.0,L2
dlgs_36_2023,art86,0.0,100.0,0.0,0.0,126,1,0.0,L2
dlgs_36_2023,art87,18.6046511627907,81.3953488372093,0.0,0.0,86,1,0.346563706221449,L2
dlgs_36_2023,art88,0.0,100.0,0.0,0.0,170,1,0.0,L2
dlgs_36_2023,art89,0.0,100.0,0.0,0.0,145,1,0.0,L2
dlgs_36_2023,art9,8.438818565400844,91.56118143459916,0.0,0.0,237,1,0.20872778474019132,L2
dlgs_36_2023,art90,0.0,73.21428571428571,0.0,26.785714285714285,280,1,0.41918646741227483,L2
dlgs_36_2023,art91,0.0,100.0,0.0,0.0,341,1,0.0,L2
dlgs_36_2023,art92,0.0,100.0,0.0,0.0,273,1,0.0,L2
dlgs_36_2023,art93,67.67441860465117,32.325581395348834,0.0,0.0,430,1,0.4539434769626419,L1
dlgs_36_2023,art94,100.0,0.0,0.0,0.0,1371,1,0.0,L1
dlgs_36_2023,art95,18.414918414918414,81.58508158508158,0.0,0.0,429,1,0.3445351361330612,L2
dlgs_36_2023,art96,32.065217391304344,67.93478260869566,0.0,0.0,1104,1,0.4525446301317094,L2
dlgs_36_2023,art97,13.131313131313133,86.86868686868688,0.0,0.0,297,1,0.28051424172733896,L2
dlgs_36_2023,art98,2.666666666666667,97.33333333333334,0.0,0.0,975,1,0.08869472515030369,L2
dlgs_36_2023,art99,0.0,100.0,0.0,0.0,418,1,0.0,L2
dlgs_50_2016,art1,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art10,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art100,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art101,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art102,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art103,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art104,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art105,52.62008733624454,0.0,0.0,47.379912663755455,458,1,0.4990091551910687,L1
dlgs_50_2016,art106,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art107,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art108,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art109,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art11,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art110,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art111,52.62008733624454,47.379912663755455,0.0,0.0,458,1,0.4990091551910687,L1
dlgs_50_2016,art112,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art113,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art114,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art115,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art116,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art117,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art118,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art119,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art12,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art120,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art121,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art122,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art123,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art124,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art125,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art126,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art127,57.279236276849645,42.720763723150355,0.0,0.0,419,1,0.4923283143612214,L1
dlgs_50_2016,art128,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art129,57.51789976133651,42.482100238663485,0.0,0.0,419,1,0.49181505222865196,L1
dlgs_50_2016,art13,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art130,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art131,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art132,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art133,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art134,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art135,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art136,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art137,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art138,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art139,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art14,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art140,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art141,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art142,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art143,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art144,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art145,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art146,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art147,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art148,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art149,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art15,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art150,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art151,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art152,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art153,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art154,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art155,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art156,100.0,0.0,0.0,0.0,283,1,0.0,L1
dlgs_50_2016,art157,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art158,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art159,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art16,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art160,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art161,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art162,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art163,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art164,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art165,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art166,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art167,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art168,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art169,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art17,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art170,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art171,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art172,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art173,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art174,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art175,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art176,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art177,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art178,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art179,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art18,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art180,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art181,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art182,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art183,100.0,0.0,0.0,0.0,280,1,0.0,L1
dlgs_50_2016,art184,100.0,0.0,0.0,0.0,284,1,0.0,L1
dlgs_50_2016,art185,100.0,0.0,0.0,0.0,280,1,0.0,L1
