domain,hybridity_threshold,min_articles,min_block,min_improvement,n_candidates,n_accepted_pre_validation,H_before_paired,H_after_paired,relative_reduction,canonical_thresholds,stage
appalti_it,0.35,10,4,0.35,19,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.35,10,5,0.25,19,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.35,10,5,0.3,19,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.35,10,5,0.35,19,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,6,3,0.25,20,16,0.45127298065962196,0.2965511120245434,0.3428564865747622,False,deterministic_pre_validation
appalti_it,0.4,6,3,0.3,20,14,0.45127298065962196,0.309203666889723,0.31481901168165977,False,deterministic_pre_validation
appalti_it,0.4,6,3,0.35,20,13,0.45127298065962196,0.31531801349647814,0.3012699031181073,False,deterministic_pre_validation
appalti_it,0.4,6,4,0.25,20,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,6,4,0.3,20,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,6,4,0.35,20,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,6,5,0.25,20,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,6,5,0.3,20,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,6,5,0.35,20,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,8,3,0.25,20,16,0.45127298065962196,0.2965511120245434,0.3428564865747622,False,deterministic_pre_validation
appalti_it,0.4,8,3,0.3,20,14,0.45127298065962196,0.309203666889723,0.31481901168165977,False,deterministic_pre_validation
appalti_it,0.4,8,3,0.35,20,13,0.45127298065962196,0.31531801349647814,0.3012699031181073,False,deterministic_pre_validation
appalti_it,0.4,8,4,0.25,20,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,8,4,0.3,20,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,8,4,0.35,20,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,8,5,0.25,20,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,8,5,0.3,20,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,8,5,0.35,20,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,10,3,0.25,19,16,0.45127298065962196,0.2965511120245434,0.3428564865747622,False,deterministic_pre_validation
appalti_it,0.4,10,3,0.3,19,14,0.45127298065962196,0.309203666889723,0.31481901168165977,False,deterministic_pre_validation
appalti_it,0.4,10,3,0.35,19,13,0.45127298065962196,0.31531801349647814,0.3012699031181073,False,deterministic_pre_validation
appalti_it,0.4,10,4,0.25,19,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,10,4,0.3,19,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,10,4,0.35,19,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
appalti_it,0.4,10,5,0.25,19,14,0.45127298065962196,0.32733349313598903,0.27464415738445414,False,deterministic_pre_validation
appalti_it,0.4,10,5,0.3,19,13,0.45127298065962196,0.3334404524142909,0.26111141879821004,False,deterministic_pre_validation
appalti_it,0.4,10,5,0.35,19,11,0.45127298065962196,0.34674506366087415,0.23162901719921325,False,deterministic_pre_validation
fdi_screening,0.3,6,3,0.25,6,5,0.3482109554163274,0.2873132702591644,0.17488733254918012,False,deterministic_pre_validation
fdi_screening,0.3,6,3,0.3,6,4,0.3482109554163274,0.29782166675020394,0.14470908477269795,False,deterministic_pre_validation
fdi_screening,0.3,6,3,0.35,6,2,0.3482109554163274,0.3172437860417734,0.08893220874549768,False,deterministic_pre_validation
fdi_screening,0.3,6,4,0.25,6,4,0.3482109554163274,0.29782166675020394,0.14470908477269795,False,deterministic_pre_validation
fdi_screening,0.3,6,4,0.3,6,4,0.3482109554163274,0.29782166675020394,0.14470908477269795,False,deterministic_pre_validation
