Id,Label,Year,LegalType,Era,Decade,PipelineLevel,SeedConceptCount
32023R0588,32023R0588,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32023R2414,32023R2414,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32023R1441,32023R1441,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32008H0295,32008H0295,2008.0,Recommendation,Late 2000s,2000.0,L2_seed_eurovoc,2
32023D2687,32023D2687,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023L0277,32023L0277,2023.0,Directive,2020s,2020.0,L2_seed_eurovoc,2
32022D0179,32022D0179,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32025R0038,32025R0038,2025.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024D3157,32024D3157,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024R3104,32024R3104,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32021D2136,32021D2136,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32025D0554,32025D0554,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
31997D0523,31997D0523,1997.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
31999D0498,31999D0498,1999.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
31999D0310,31999D0310,1999.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
32007D0175,32007D0175,2007.0,Decision,Late 2000s,2000.0,L2_seed_eurovoc,2
32020R2180,32020R2180,2020.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32008R1055,32008R1055,2008.0,Regulation,Late 2000s,2000.0,L2_seed_eurovoc,2
32023D0577,32023D0577,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D1198,32022D1198,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022L2556,32022L2556,2022.0,Directive,2020s,2020.0,L2_seed_eurovoc,2
32021R0697,32021R0697,2021.0,Regulation,2020s,2020.0,L2_seed_eurovoc,3
32021R2126,32021R2126,2021.0,Regulation,2020s,2020.0,L2_seed_eurovoc,3
32020D1639,32020D1639,2020.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023R2444,32023R2444,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024D2846,32024D2846,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D2096,32023D2096,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32025D01951,32025D01951,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32025D0650,32025D0650,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024D04431,32024D04431,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024D1467,32024D1467,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024D1049,32024D1049,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32019R0296,32019R0296,2019.0,Regulation,Late 2010s,2010.0,L2_seed_eurovoc,2
32021D2008,32021D2008,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D0172,32022D0172,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D2307,32022D2307,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D0667,32022D0667,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32017L2054,32017L2054,2017.0,Directive,Late 2010s,2010.0,L2_seed_eurovoc,2
32017D1406,32017D1406,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32016D0687,32016D0687,2016.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32025D1107,32025D1107,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024R1309,32024R1309,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,3
32007D0098,32007D0098,2007.0,Decision,Late 2000s,2000.0,L2_seed_eurovoc,2
31996Y0810(01),31996Y081001,1996.0,Legislative_Act,1990s,1990.0,L2_seed_eurovoc,2
31998D0543,31998D0543,1998.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
32003H0203,32003H0203,2003.0,Recommendation,Early 2000s,2000.0,L2_seed_eurovoc,2
32019D0785,32019D0785,2019.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32024D3185,32024D3185,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D0180,32022D0180,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D0993,32023D0993,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32013D0752,32013D0752,2013.0,Decision,Early 2010s,2010.0,L2_seed_eurovoc,2
32016R0545,32016R0545,2016.0,Regulation,Late 2010s,2010.0,L2_seed_eurovoc,2
32020R1070,32020R1070,2020.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32021D1797,32021D1797,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32021L1187,32021L1187,2021.0,Directive,2020s,2020.0,L2_seed_eurovoc,2
32023L2661,32023L2661,2023.0,Directive,2020s,2020.0,L2_seed_eurovoc,2
32024D06798,32024D06798,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
31987H0371,31987H0371,1987.0,Recommendation,Pre-Maastricht,1980.0,L2_seed_eurovoc,2
32001D0546,32001D0546,2001.0,Decision,Early 2000s,2000.0,L2_seed_eurovoc,2
32017R2177,32017R2177,2017.0,Regulation,Late 2010s,2010.0,L2_seed_eurovoc,2
32018D0909,32018D0909,2018.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32017D0178,32017D0178,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32017D0177,32017D0177,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32009L0043,32009L0043,2009.0,Directive,Late 2000s,2000.0,L2_seed_eurovoc,2
32010D0293,32010D0293,2010.0,Decision,Early 2010s,2010.0,L2_seed_eurovoc,2
32024R2690,32024R2690,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32023D0920,32023D0920,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D0385,32023D0385,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D1304,32023D1304,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
31991D0251,31991D0251,1991.0,Decision,Pre-Maastricht,1990.0,L2_seed_eurovoc,2
32021D2134,32021D2134,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32022D0173,32022D0173,2022.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32015D0528,32015D0528,2015.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32021D1210,32021D1210,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024R1180,32024R1180,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32025R1106,32025R1106,2025.0,Regulation,2020s,2020.0,L2_seed_eurovoc,3
32023D1053,32023D1053,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D0995,32023D0995,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
31999D0497,31999D0497,1999.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
32010H0572,32010H0572,2010.0,Recommendation,Early 2010s,2010.0,L2_seed_eurovoc,2
32010R0913,32010R0913,2010.0,Regulation,Early 2010s,2010.0,L2_seed_eurovoc,2
32014R0228,32014R0228,2014.0,Regulation,Early 2010s,2010.0,L2_seed_eurovoc,2
32023R1525,32023R1525,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024D2383,32024D2383,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32024R2000,32024R2000,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024R1679,32024R1679,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024R1366,32024R1366,2024.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32019D0612(01),32019D061201,2019.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32021D0509,32021D0509,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32019D1909,32019D1909,2019.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32019D0784,32019D0784,2019.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32007D0193,32007D0193,2007.0,Decision,Late 2000s,2000.0,L2_seed_eurovoc,2
32010H0167,32010H0167,2010.0,Recommendation,Early 2010s,2010.0,L2_seed_eurovoc,2
31986R4059,31986R4059,1986.0,Regulation,Pre-Single European Act,1980.0,L2_seed_eurovoc,2
32015D1111,32015D1111,2015.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32005R0184,32005R0184,2005.0,Regulation,Late 2000s,2000.0,L2_seed_eurovoc,2
32009R0707,32009R0707,2009.0,Regulation,Late 2000s,2000.0,L2_seed_eurovoc,2
32020R1429,32020R1429,2020.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32025D0967,32025D0967,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023R2418,32023R2418,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,3
32024D0890,32024D0890,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32017D0899,32017D0899,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32017D2075,32017D2075,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32017D1483,32017D1483,2017.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32019L1936,32019L1936,2019.0,Directive,Late 2010s,2010.0,L2_seed_eurovoc,2
32020D2023,32020D2023,2020.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32020D1746,32020D1746,2020.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
31998D0522,31998D0522,1998.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
32016R2286,32016R2286,2016.0,Regulation,Late 2010s,2010.0,L2_seed_eurovoc,2
32023R1472,32023R1472,2023.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32024D1972,32024D1972,2024.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32018D1797,32018D1797,2018.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32017L0433,32017L0433,2017.0,Directive,Late 2010s,2010.0,L2_seed_eurovoc,2
32021D1731,32021D1731,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32021D1730,32021D1730,2021.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32021R1061,32021R1061,2021.0,Regulation,2020s,2020.0,L2_seed_eurovoc,2
32019D1345,32019D1345,2019.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32012L0034,32012L0034,2012.0,Directive,Early 2010s,2010.0,L2_seed_eurovoc,2
32016L0970,32016L0970,2016.0,Directive,Late 2010s,2010.0,L2_seed_eurovoc,2
32016D0339,32016D0339,2016.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
31999D0511,31999D0511,1999.0,Decision,1990s,1990.0,L2_seed_eurovoc,2
32012D0243,32012D0243,2012.0,Decision,Early 2010s,2010.0,L2_seed_eurovoc,2
32025D0075,32025D0075,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32025D0105,32025D0105,2025.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32023D1015,32023D1015,2023.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32018D1538,32018D1538,2018.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32018D0340,32018D0340,2018.0,Decision,Late 2010s,2010.0,L2_seed_eurovoc,2
32020D0590,32020D0590,2020.0,Decision,2020s,2020.0,L2_seed_eurovoc,2
32019R0505,32019R0505,2019.0,Regulation,Late 2010s,2010.0,L2_seed_eurovoc,2
32009L0114,32009L0114,2009.0,Directive,Late 2000s,2000.0,L2_seed_eurovoc,2
32009D0460,32009D0460,2009.0,Decision,Late 2000s,2000.0,L2_seed_eurovoc,2
32005H0698,32005H0698,2005.0,Recommendation,Late 2000s,2000.0,L2_seed_eurovoc,2
