source,target,type
http://eurovoc.europa.eu/5769,http://eurovoc.europa.eu/5758,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/5130,http://eurovoc.europa.eu/1048,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2515,http://eurovoc.europa.eu/431,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4706,http://eurovoc.europa.eu/5160,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4706,http://eurovoc.europa.eu/2270,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4706,http://eurovoc.europa.eu/6549,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/956,http://eurovoc.europa.eu/1716,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/956,http://eurovoc.europa.eu/236,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1602,http://eurovoc.europa.eu/1604,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/5360,http://eurovoc.europa.eu/1744,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3956,http://eurovoc.europa.eu/892,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1412,http://eurovoc.europa.eu/3731,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3098,http://eurovoc.europa.eu/4526,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2181,http://eurovoc.europa.eu/4529,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2181,http://eurovoc.europa.eu/5152,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/5371,http://eurovoc.europa.eu/5835,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/5400,http://eurovoc.europa.eu/5596,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3185,http://eurovoc.europa.eu/4817,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2481,http://eurovoc.europa.eu/6292,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2481,http://eurovoc.europa.eu/2177,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2481,http://eurovoc.europa.eu/3633,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3929,http://eurovoc.europa.eu/3932,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1074,http://eurovoc.europa.eu/c_090e8e94,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/5974,http://eurovoc.europa.eu/5983,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2468,http://eurovoc.europa.eu/3523,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3522,http://eurovoc.europa.eu/5329,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2448,http://eurovoc.europa.eu/5050,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2448,http://eurovoc.europa.eu/843,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2448,http://eurovoc.europa.eu/1824,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1018,http://eurovoc.europa.eu/5052,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4565,http://eurovoc.europa.eu/3882,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4565,http://eurovoc.europa.eu/1145,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3879,http://eurovoc.europa.eu/1826,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2442,http://eurovoc.europa.eu/4117,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2442,http://eurovoc.europa.eu/2915,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2467,http://eurovoc.europa.eu/384,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2187,http://eurovoc.europa.eu/5460,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2187,http://eurovoc.europa.eu/8396,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/656,http://eurovoc.europa.eu/2710,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2628,http://eurovoc.europa.eu/3439,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/427,http://eurovoc.europa.eu/3080,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4305,http://eurovoc.europa.eu/1420,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/85,http://eurovoc.europa.eu/86,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2486,http://eurovoc.europa.eu/1799,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2486,http://eurovoc.europa.eu/4390,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1809,http://eurovoc.europa.eu/2365,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4602,http://eurovoc.europa.eu/c_6cfce4be,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2476,http://eurovoc.europa.eu/5255,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2476,http://eurovoc.europa.eu/2879,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1652,http://eurovoc.europa.eu/2305,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3946,http://eurovoc.europa.eu/4109,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1274,http://eurovoc.europa.eu/3734,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2494,http://eurovoc.europa.eu/3109,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3131,http://eurovoc.europa.eu/3100,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3131,http://eurovoc.europa.eu/6020,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3878,http://eurovoc.europa.eu/3953,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3878,http://eurovoc.europa.eu/3957,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1520,http://eurovoc.europa.eu/5091,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/7855,http://eurovoc.europa.eu/7859,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1088,http://eurovoc.europa.eu/5352,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2288,http://eurovoc.europa.eu/4632,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/2288,http://eurovoc.europa.eu/2210,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/8189,http://eurovoc.europa.eu/8493,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/337,http://eurovoc.europa.eu/1096,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/7879,http://eurovoc.europa.eu/7904,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/6138,http://eurovoc.europa.eu/6240,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/7861,http://eurovoc.europa.eu/7865,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/7814,http://eurovoc.europa.eu/7970,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/c_6acbfd25,http://eurovoc.europa.eu/c_d3974887,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/c_6acbfd25,http://eurovoc.europa.eu/c_46e54685,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/7815,http://eurovoc.europa.eu/7827,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/1184,http://eurovoc.europa.eu/4171,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/614,http://eurovoc.europa.eu/4748,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4750,http://eurovoc.europa.eu/4759,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4367,http://eurovoc.europa.eu/702,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/4367,http://eurovoc.europa.eu/4368,PARENT_CONCEPT_OF
http://eurovoc.europa.eu/3935,http://eurovoc.europa.eu/578,PARENT_CONCEPT_OF
