Id,Label,year,type,era,seed_concepts,indegree,outdegree,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
32003G0228(01),32003G022801,2003,Legislative_Act,Early 2000s,0,1,1,2,324,2,0.533333,0.5625,0
32003L0004,32003L0004,2003,Directive,Early 2000s,0,17,2,19,329,1,1,1,462.876341
32003R1745,32003R1745,2003,Regulation,Early 2000s,0,10,0,10,86,0,0,0,0
32003R1830,32003R1830,2003,Regulation,Early 2000s,0,4,6,10,333,1,1,1,1202.745728
32004D0033,32004D0033,2004,Decision,Early 2000s,0,0,14,14,84,3,0.540541,0.641667,0
32004L0039,32004L0039,2004,Directive,Early 2000s,0,29,0,29,280,0,0,0,0
32005D0456,32005D0456,2005,Decision,Late 2000s,0,1,5,6,329,2,0.608696,0.678571,5
32005D0928,32005D0928,2005,Decision,Late 2000s,0,1,0,1,324,0,0,0,0
32005L0029,32005L0029,2005,Directive,Late 2000s,0,14,6,20,331,2,0.625,0.7,792.859815
32006D0973,32006D0973,2006,Decision,Late 2000s,0,2,0,2,325,0,0,0,0
32006L0111,32006L0111,2006,Directive,Late 2000s,0,10,2,12,84,1,1,1,60.833333
32007D0256,32007D0256,2007,Decision,Late 2000s,0,1,19,20,84,1,1,1,19
32007D0480,32007D0480,2007,Decision,Late 2000s,0,1,0,1,300,0,0,0,0
32007D1350,32007D1350,2007,Decision,Late 2000s,0,5,0,5,329,0,0,0,0
32007R0172,32007R0172,2007,Regulation,Late 2000s,0,1,0,1,50,0,0,0,0
32008D0768,32008D0768,2008,Decision,Late 2000s,0,33,2,35,329,1,1,1,185.85859
32008E0749,32008E0749,2008,Legislative_Act,Late 2000s,0,1,0,1,330,0,0,0,0
32008L0038,32008L0038,2008,Directive,Late 2000s,0,2,0,2,333,0,0,0,0
32008L0118,32008L0118,2008,Directive,Late 2000s,0,5,0,5,331,0,0,0,0
32008R1260,32008R1260,2008,Regulation,Late 2000s,0,1,0,1,68,0,0,0,0
32009D0407,32009D0407,2009,Decision,Late 2000s,0,1,0,1,279,0,0,0,0
32009D0476,32009D0476,2009,Decision,Late 2000s,0,1,1,2,84,1,1,1,0.5
32009R0004,32009R0004,2009,Regulation,Late 2000s,0,3,5,8,331,2,0.777778,0.857143,865.416667
61983CJ0013,61983CJ0013,1983,Case_Law,Pre-Single European Act,0,1,0,1,17,0,0,0,0
61985CJ0310,61985CJ0310,1985,Case_Law,Pre-Single European Act,0,2,0,2,84,0,0,0,0
61989TJ0068,61989TJ0068,1989,Case_Law,Pre-Maastricht,0,1,0,1,266,0,0,0,0
61990CJ0179,61990CJ0179,1990,Case_Law,Pre-Maastricht,0,3,0,3,84,0,0,0,0
11957E054,11957E054,1957,Treaty,Pre-Treaty of Rome,0,2,0,2,280,0,0,0,0
11957E084,11957E084,1957,Treaty,Pre-Treaty of Rome,0,5,0,5,50,0,0,0,0
11957E092,11957E092,1957,Treaty,Pre-Treaty of Rome,0,2,0,2,266,0,0,0,0
11957E094,11957E094,1957,Treaty,Pre-Treaty of Rome,0,2,0,2,266,0,0,0,0
11957E113,11957E113,1957,Treaty,Pre-Treaty of Rome,0,2,0,2,59,0,0,0,0
11985I063,11985I063,1985,Treaty,Pre-Single European Act,0,1,0,1,265,0,0,0,0
11985I064,11985I064,1985,Treaty,Pre-Single European Act,0,1,0,1,265,0,0,0,0
11985I225,11985I225,1985,Treaty,Pre-Single European Act,0,1,0,1,265,0,0,0,0
11992E003,11992E003,1992,Treaty,Pre-Maastricht,0,2,0,2,324,0,0,0,0
11992E129,11992E129,1992,Treaty,Pre-Maastricht,0,2,0,2,177,0,0,0,0
11992E130J,11992E130J,1992,Treaty,Pre-Maastricht,0,1,0,1,177,0,0,0,0
11997E014,11997E014,1997,Treaty,1990s,0,1,0,1,331,0,0,0,0
12002E083,12002E083,2002,Treaty,Early 2000s,0,1,0,1,333,0,0,0,0
12002E111,12002E111,2002,Treaty,Early 2000s,0,1,0,1,280,0,0,0,0
12006E300,12006E300,2006,Treaty,Late 2000s,0,7,0,7,331,0,0,0,0
12006M/PRO/05,12006MPRO05,2006,Treaty,Late 2000s,0,1,0,1,330,0,0,0,0
31973L0238,31973L0238,1973,Directive,Pre-Single European Act,0,1,0,1,300,0,0,0,0
31975D0510,31975D0510,1975,Decision,Pre-Single European Act,0,1,0,1,17,0,0,0,0
31976R3164,31976R3164,1976,Regulation,Pre-Single European Act,0,1,0,1,17,0,0,0,0
31977D0587,31977D0587,1977,Decision,Pre-Single European Act,0,3,1,4,50,1,1,1,0
31986R4058R(01),31986R4058R01,1986,Regulation,Pre-Single European Act,0,0,1,1,50,3,0.5,0.566667,0
31988L0301,31988L0301,1988,Directive,Pre-Maastricht,0,1,0,1,266,0,0,0,0
31992L0030,31992L0030,1992,Directive,Pre-Maastricht,0,1,0,1,280,0,0,0,0
31992R1768,31992R1768,1992,Regulation,Pre-Maastricht,0,1,0,1,333,0,0,0,0
31993L0056,31993L0056,1993,Directive,1990s,0,1,0,1,333,0,0,0,0
31995L0046,31995L0046,1995,Directive,1990s,0,94,0,94,300,0,0,0,0
31995M0570,31995M0570,1995,Legislative_Act,1990s,0,1,1,2,266,1,1,1,0
31996D1692,31996D1692,1996,Decision,1990s,0,1,0,1,157,0,0,0,0
31996Y0705(02),31996Y070502,1996,Legislative_Act,1990s,0,1,0,1,177,0,0,0,0
31997L0078,31997L0078,1997,Directive,1990s,0,4,0,4,333,0,0,0,0
31998R0232,31998R0232,1998,Regulation,1990s,0,1,0,1,86,0,0,0,0
31999D0288,31999D0288,1999,Decision,1990s,0,1,0,1,84,0,0,0,0
31999L0021,31999L0021,1999,Directive,1990s,0,1,0,1,333,0,0,0,0
31999Y1203(02),31999Y120302,1999,Legislative_Act,1990s,0,1,0,1,266,0,0,0,0
32000D0383,32000D0383,2000,Decision,Early 2000s,0,1,0,1,280,0,0,0,0
32000L0026,32000L0026,2000,Directive,Early 2000s,0,3,0,3,280,0,0,0,0
32001L0041,32001L0041,2001,Directive,Early 2000s,0,1,0,1,231,0,0,0,0
32002D0928,32002D0928,2002,Decision,Early 2000s,0,1,0,1,231,0,0,0,0
32002F0584,32002F0584,2002,Legislative_Act,Early 2000s,0,13,4,17,331,1,1,1,239.07904
32002R1490,32002R1490,2002,Regulation,Early 2000s,0,5,1,6,231,1,1,1,0
32003D0565,32003D0565,2003,Decision,Early 2000s,0,1,0,1,231,0,0,0,0
32003H0311,32003H0311,2003,Legislative_Act,Early 2000s,0,1,0,1,22,0,0,0,0
32003L0055,32003L0055,2003,Directive,Early 2000s,0,4,0,4,210,0,0,0,0
32004D0587,32004D0587,2004,Decision,Early 2000s,0,1,0,1,231,0,0,0,0
32004R0156,32004R0156,2004,Regulation,Early 2000s,0,3,0,3,231,0,0,0,0
32004R0881,32004R0881,2004,Regulation,Early 2000s,0,5,0,5,84,0,0,0,0
32005D0592,32005D0592,2005,Decision,Late 2000s,0,1,0,1,300,0,0,0,0
32006E0242,32006E0242,2006,Legislative_Act,Late 2000s,0,1,2,3,330,2,0.666667,0.75,8
32006L0012,32006L0012,2006,Directive,Late 2000s,0,5,0,5,329,0,0,0,0
32006R1638,32006R1638,2006,Regulation,Late 2000s,0,1,0,1,325,0,0,0,0
32007D0623,32007D0623,2007,Decision,Late 2000s,0,1,0,1,333,0,0,0,0
32007O0009,32007O0009,2007,Legislative_Act,Late 2000s,0,2,0,2,86,0,0,0,0
32008D0049,32008D0049,2008,Decision,Late 2000s,0,3,0,3,300,0,0,0,0
32008D0386,32008D0386,2008,Decision,Late 2000s,0,2,0,2,84,0,0,0,0
32008E0348,32008E0348,2008,Legislative_Act,Late 2000s,0,0,2,2,330,2,0.75,0.833333,0
32008L0068,32008L0068,2008,Directive,Late 2000s,0,6,6,12,329,3,0.611111,0.742424,158.185412
32008R0987,32008R0987,2008,Regulation,Late 2000s,0,0,2,2,231,4,0.352617,0.382813,0
32009D0395,32009D0395,2009,Decision,Late 2000s,0,1,0,1,231,0,0,0,0
32009D0766,32009D0766,2009,Decision,Late 2000s,0,2,0,2,324,0,0,0,0
32009D0875,32009D0875,2009,Decision,Late 2000s,0,1,3,4,231,4,0.357923,0.391858,56.995671
32009R0069,32009R0069,2009,Regulation,Late 2000s,0,1,0,1,68,0,0,0,0
32009R0661,32009R0661,2009,Regulation,Late 2000s,0,2,0,2,329,0,0,0,0
61977CJ0080,61977CJ0080,1977,Case_Law,Pre-Single European Act,0,2,0,2,84,0,0,0,0
61993CJ0348,61993CJ0348,1993,Case_Law,1990s,0,1,0,1,84,0,0,0,0
61997CJ0204,61997CJ0204,1997,Case_Law,1990s,0,1,0,1,84,0,0,0,0
61998TJ0128,61998TJ0128,1998,Case_Law,1990s,0,10,0,10,84,0,0,0,0
61999CJ0334,61999CJ0334,1999,Case_Law,1990s,0,1,0,1,84,0,0,0,0
61999TJ0127,61999TJ0127,1999,Case_Law,1990s,0,4,0,4,84,0,0,0,0
62003CJ0286,62003CJ0286,2003,Case_Law,Early 2000s,0,1,0,1,17,0,0,0,0
62003TJ0388,62003TJ0388,2003,Case_Law,Early 2000s,0,1,0,1,84,0,0,0,0
11957A033,11957A033,1957,Treaty,Pre-Treaty of Rome,0,1,0,1,38,0,0,0,0
11957E,11957E,1957,Treaty,Pre-Treaty of Rome,0,12,0,12,17,0,0,0,0
11957E075,11957E075,1957,Treaty,Pre-Treaty of Rome,0,2,0,2,17,0,0,0,0
11957E103,11957E103,1957,Treaty,Pre-Treaty of Rome,0,1,0,1,115,0,0,0,0
11992E148,11992E148,1992,Treaty,Pre-Maastricht,0,8,0,8,324,0,0,0,0
11992E155,11992E155,1992,Treaty,Pre-Maastricht,0,1,0,1,231,0,0,0,0
11997E081,11997E081,1997,Treaty,1990s,0,4,0,4,266,0,0,0,0
11997E095,11997E095,1997,Treaty,1990s,0,8,0,8,231,0,0,0,0
12002E037,12002E037,2002,Treaty,Early 2000s,0,3,0,3,333,0,0,0,0
12002E308,12002E308,2002,Treaty,Early 2000s,0,3,0,3,329,0,0,0,0
12006M017,12006M017,2006,Treaty,Late 2000s,0,1,0,1,330,0,0,0,0
31958R0001,31958R0001,1958,Regulation,Pre-Single European Act,0,20,0,20,331,0,0,0,0
31962R0017,31962R0017,1962,Regulation,Pre-Single European Act,0,12,4,16,266,1,1,1,690
31973Y1220(01),31973Y122001,1973,Legislative_Act,Pre-Single European Act,0,1,0,1,59,0,0,0,0
31975R1798,31975R1798,1975,Regulation,Pre-Single European Act,0,2,0,2,56,0,0,0,0
31983L0228,31983L0228,1983,Directive,Pre-Single European Act,0,2,0,2,333,0,0,0,0
31984L0443,31984L0443,1984,Directive,Pre-Single European Act,0,1,0,1,333,0,0,0,0
31986L0530,31986L0530,1986,Directive,Pre-Single European Act,0,1,0,1,333,0,0,0,0
31989R0396,31989R0396,1989,Regulation,Pre-Maastricht,0,1,0,1,333,0,0,0,0
31994L0051,31994L0051,1994,Directive,1990s,0,1,0,1,329,0,0,0,0
31995L0062,31995L0062,1995,Directive,1990s,0,3,0,3,266,0,0,0,0
31997L0040,31997L0040,1997,Directive,1990s,0,1,0,1,333,0,0,0,0
31997L0066,31997L0066,1997,Directive,1990s,0,4,0,4,329,0,0,0,0
31997R1466,31997R1466,1997,Regulation,1990s,0,26,0,26,325,0,0,0,0
31997Y0920(01),31997Y092001,1997,Legislative_Act,1990s,0,0,5,5,324,2,0.631579,0.708333,0
31999D0437,31999D0437,1999,Decision,1990s,0,18,2,20,331,1,1,1,73.337302
31999R1265,31999R1265,1999,Regulation,1990s,0,1,0,1,266,0,0,0,0
32001D0844,32001D0844,2001,Decision,Early 2000s,0,9,0,9,300,0,0,0,0
32002D0731,32002D0731,2002,Decision,Early 2000s,0,1,0,1,157,0,0,0,0
32002L0047,32002L0047,2002,Directive,Early 2000s,0,12,12,24,280,2,0.928571,0.961538,2367.356084
32002L0064,32002L0064,2002,Directive,Early 2000s,0,1,0,1,280,0,0,0,0
32003D0100,32003D0100,2003,Decision,Early 2000s,0,1,0,1,333,0,0,0,0
32003D0370,32003D0370,2003,Decision,Early 2000s,0,0,2,2,231,1,1,1,0
32003L0071,32003L0071,2003,Directive,Early 2000s,0,9,0,9,280,0,0,0,0
32003R0008,32003R0008,2003,Regulation,Early 2000s,0,1,0,1,331,0,0,0,0
32003R1234,32003R1234,2003,Regulation,Early 2000s,0,1,1,2,333,1,1,1,1
32004D0217,32004D0217,2004,Decision,Early 2000s,0,1,0,1,333,0,0,0,0
32004D0292,32004D0292,2004,Decision,Early 2000s,0,4,0,4,231,0,0,0,0
32004R0794,32004R0794,2004,Regulation,Early 2000s,0,20,1,21,84,1,1,1,6.333333
32004R0853,32004R0853,2004,Regulation,Early 2000s,0,16,10,26,333,4,0.336996,0.395833,775.826343
32005L0014,32005L0014,2005,Directive,Late 2000s,0,1,0,1,280,0,0,0,0
32006D0066,32006D0066,2006,Decision,Late 2000s,0,2,0,2,157,0,0,0,0
32006R1168,32006R1168,2006,Regulation,Late 2000s,0,1,0,1,333,0,0,0,0
32007E0677,32007E0677,2007,Legislative_Act,Late 2000s,0,3,0,3,330,0,0,0,0
32007R0235,32007R0235,2007,Regulation,Late 2000s,0,3,0,3,333,0,0,0,0
32008D0975,32008D0975,2008,Decision,Late 2000s,0,1,0,1,330,0,0,0,0
32008D1348,32008D1348,2008,Decision,Late 2000s,0,1,0,1,231,0,0,0,0
32008L0006,32008L0006,2008,Directive,Late 2000s,0,2,8,10,324,3,0.461538,0.521605,112.033333
32009H0396,32009H0396,2009,Legislative_Act,Late 2000s,0,1,0,1,331,0,0,0,0
32009R0714,32009R0714,2009,Regulation,Late 2000s,0,14,0,14,210,0,0,0,0
32009R0839,32009R0839,2009,Regulation,Late 2000s,0,1,0,1,68,0,0,0,0
32009R1070,32009R1070,2009,Regulation,Late 2000s,0,1,0,1,177,0,0,0,0
61987CJ0301,61987CJ0301,1987,Case_Law,Pre-Maastricht,0,4,0,4,84,0,0,0,0
61999CJ0328,61999CJ0328,1999,Case_Law,1990s,0,6,0,6,84,0,0,0,0
62000CC0355,62000CC0355,2000,Case_Law,Early 2000s,0,1,0,1,84,0,0,0,0
62004CJ0222,62004CJ0222,2004,Case_Law,Early 2000s,0,11,0,11,84,0,0,0,0
11951K095,11951K095,1951,Treaty,Pre-Treaty of Rome,0,1,0,1,50,0,0,0,0
11957E057,11957E057,1957,Treaty,Pre-Treaty of Rome,0,4,0,4,333,0,0,0,0
11957E235,11957E235,1957,Treaty,Pre-Treaty of Rome,0,11,0,11,59,0,0,0,0
11992E169,11992E169,1992,Treaty,Pre-Maastricht,0,10,0,10,266,0,0,0,0
11997E163,11997E163,1997,Treaty,1990s,0,1,0,1,266,0,0,0,0
12002E013,12002E013,2002,Treaty,Early 2000s,0,3,0,3,329,0,0,0,0
12002M024,12002M024,2002,Treaty,Early 2000s,0,1,0,1,118,0,0,0,0
12006E080,12006E080,2006,Treaty,Late 2000s,0,9,0,9,331,0,0,0,0
12006E152,12006E152,2006,Treaty,Late 2000s,0,7,0,7,329,0,0,0,0
12008M/PRO/22,12008MPRO22,2008,Treaty,Late 2000s,0,1,0,1,330,0,0,0,0
31964L0433,31964L0433,1964,Directive,Pre-Single European Act,0,2,0,2,333,0,0,0,0
31992L0081,31992L0081,1992,Directive,Pre-Maastricht,0,2,0,2,157,0,0,0,0
31992R3932,31992R3932,1992,Regulation,Pre-Maastricht,0,1,0,1,266,0,0,0,0
31993L0042,31993L0042,1993,Directive,1990s,0,21,0,21,329,0,0,0,0
31993L0089,31993L0089,1993,Directive,1990s,0,1,0,1,157,0,0,0,0
31993Y0420(01),31993Y042001,1993,Legislative_Act,1990s,0,0,2,2,17,2,0.75,0.833333,0
31994D0821,31994D0821,1994,Decision,1990s,0,1,0,1,59,0,0,0,0
31995D0290,31995D0290,1995,Decision,1990s,0,1,0,1,59,0,0,0,0
31995L0069,31995L0069,1995,Directive,1990s,0,3,0,3,333,0,0,0,0
31998D0272,31998D0272,1998,Decision,1990s,0,1,0,1,77,0,0,0,0
31998R2533,31998R2533,1998,Regulation,1990s,0,28,3,31,86,1,1,1,1075.315313
31999R0659,31999R0659,1999,Regulation,1990s,0,24,0,24,84,0,0,0,0
32002L0020,32002L0020,2002,Directive,Early 2000s,0,13,0,13,324,0,0,0,0
32003L0059,32003L0059,2003,Directive,Early 2000s,0,3,0,3,231,0,0,0,0
32003R0058,32003R0058,2003,Regulation,Early 2000s,0,5,6,11,331,2,0.875,0.928571,674.89812
32004D0010,32004D0010,2004,Decision,Early 2000s,0,1,0,1,280,0,0,0,0
32004E0161,32004E0161,2004,Legislative_Act,Early 2000s,0,3,0,3,300,0,0,0,0
32004L0116,32004L0116,2004,Directive,Early 2000s,0,1,0,1,333,0,0,0,0
32004R0261,32004R0261,2004,Regulation,Early 2000s,0,2,3,5,333,1,1,1,94.438889
32004R2182,32004R2182,2004,Regulation,Early 2000s,0,1,0,1,280,0,0,0,0
32005L0068,32005L0068,2005,Directive,Late 2000s,0,7,0,7,280,0,0,0,0
32005R1003,32005R1003,2005,Regulation,Late 2000s,0,2,0,2,333,0,0,0,0
32006L0049,32006L0049,2006,Directive,Late 2000s,0,9,0,9,280,0,0,0,0
32006R1794,32006R1794,2006,Regulation,Late 2000s,0,1,0,1,177,0,0,0,0
32006R1893,32006R1893,2006,Regulation,Late 2000s,0,7,2,9,210,1,1,1,55.505445
32007D0124,32007D0124,2007,Decision,Late 2000s,0,2,0,2,325,0,0,0,0
32007E0245,32007E0245,2007,Legislative_Act,Late 2000s,0,1,0,1,330,0,0,0,0
32007L0066,32007L0066,2007,Directive,Late 2000s,0,1,8,9,324,2,0.7,0.785714,17.441758
32008E0632,32008E0632,2008,Legislative_Act,Late 2000s,0,1,0,1,300,0,0,0,0
32009D0455,32009D0455,2009,Decision,Late 2000s,0,2,0,2,231,0,0,0,0
32009L0048,32009L0048,2009,Directive,Late 2000s,0,7,9,16,329,4,0.369863,0.419753,143.576733
32009R0024,32009R0024,2009,Regulation,Late 2000s,0,2,0,2,86,0,0,0,0
32009R1107,32009R1107,2009,Regulation,Late 2000s,0,43,12,55,231,4,0.52439,0.610465,2920.627293
61973CJ0127,61973CJ0127,1973,Case_Law,Pre-Single European Act,0,3,0,3,84,0,0,0,0
61986CO0062,61986CO0062,1986,Case_Law,Pre-Single European Act,0,1,0,1,266,0,0,0,0
61989TJ0128,61989TJ0128,1989,Case_Law,Pre-Maastricht,0,2,0,2,84,0,0,0,0
61990CJ0364,61990CJ0364,1990,Case_Law,Pre-Maastricht,0,6,0,6,84,0,0,0,0
61994CJ0241,61994CJ0241,1994,Case_Law,1990s,0,3,0,3,84,0,0,0,0
61997CJ0006,61997CJ0006,1997,Case_Law,1990s,0,3,0,3,84,0,0,0,0
61997CJ0200,61997CJ0200,1997,Case_Law,1990s,0,3,0,3,84,0,0,0,0
62001TJ0301,62001TJ0301,2001,Case_Law,Early 2000s,0,1,0,1,84,0,0,0,0
62003CJ0088,62003CJ0088,2003,Case_Law,Early 2000s,0,7,0,7,84,0,0,0,0
