Id,Label,Year,Type,Era,Seed_Concepts
32019R1851R(01),32019R1851,2019.0,Regulation,Late 2010s,1
32020D0117,32020D0117,2020.0,Decision,2020s,1
32020D0289,32020D0289,2020.0,Decision,2020s,2
32020D0373,32020D0373,2020.0,Decision,2020s,1
32020D0522,32020D0522,2020.0,Decision,2020s,1
32020D1746R(01),32020D1746,2020.0,Decision,2020s,3
32020D2187,32020D2187,2020.0,Decision,2020s,1
32020D2188,32020D2188,2020.0,Decision,2020s,1
32020D2252R(03),32020D2252,2020.0,Decision,2020s,1
32020R0460R(02),32020R0460,2020.0,Regulation,2020s,1
32021D0014,32021D0014,2021.0,Decision,2020s,1
32021D0762,32021D0762,2021.0,Decision,2020s,1
32021D1027,32021D1027,2021.0,Decision,2020s,1
32021D2136,32021D2136,2021.0,Decision,2020s,3
32021L1159,32021L1159,2021.0,Directive,2020s,1
32021R0391,32021R0391,2021.0,Regulation,2020s,1
32021R1043,32021R1043,2021.0,Regulation,2020s,1
32021R1257,32021R1257,2021.0,Regulation,2020s,4
32021R2289,32021R2289,2021.0,Regulation,2020s,1
32022D2269,32022D2269,2022.0,Decision,2020s,1
32022D2572,32022D2572,2022.0,Decision,2020s,1
32023D0096,32023D0096,2023.0,Decision,2020s,1
32023D0273,32023D0273,2023.0,Decision,2020s,1
32023D1061,32023D1061,2023.0,Decision,2020s,1
32023R0154,32023R0154,2023.0,Regulation,2020s,1
32023R0894R(01),32023R0894,2023.0,Regulation,2020s,3
32023R1529R(01),32023R1529,2023.0,Regulation,2020s,1
32023R2844,32023R2844,2023.0,Regulation,2020s,1
32024D0789,32024D0789,2024.0,Decision,2020s,1
32024D0876,32024D0876,2024.0,Decision,2020s,1
32024D1981,32024D1981,2024.0,Decision,2020s,1
32024D2010,32024D2010,2024.0,Decision,2020s,1
32024D3157,32024D3157,2024.0,Decision,2020s,2
32024R1706,32024R1706,2024.0,Regulation,2020s,1
32025D0543,32025D0543,2025.0,Decision,2020s,1
32025D1057,32025D1057,2025.0,Decision,2020s,1
32025R0216,32025R0216,2025.0,Regulation,2020s,2
31981Y0313(02),31981Y031302,1981.0,Legislative_Act,Pre-Single European Act,1
31983H0251,31983H0251,1983.0,Legislative_Act,Pre-Single European Act,1
31985D0524,31985D0524,1985.0,Decision,Pre-Single European Act,1
31995R0540R(01),31995R0540,1995.0,Regulation,1990s,1
31996R1356,31996R1356,1996.0,Regulation,1990s,1
31997D0039,31997D0039,1997.0,Decision,1990s,1
31997D0522,31997D0522,1997.0,Decision,1990s,1
31997D0607,31997D0607,1997.0,Decision,1990s,1
31998D0537,31998D0537,1998.0,Decision,1990s,1
31998H0511,31998H0511,1998.0,Legislative_Act,1990s,1
31998R1718,31998R1718,1998.0,Regulation,1990s,1
32000Y1002(01),32000Y100201,2000.0,Legislative_Act,Early 2000s,1
32001L0083R(04),32001L0083,2001.0,Directive,Early 2000s,1
32003D0148,32003D0148,2003.0,Decision,Early 2000s,1
32003D0315(01),32003D031501,2003.0,Decision,Early 2000s,2
32003D0792,32003D0792,2003.0,Decision,Early 2000s,1
32003H0878,32003H0878,2003.0,Legislative_Act,Early 2000s,1
32003R0147,32003R0147,2003.0,Regulation,Early 2000s,1
32003R0150R(02),32003R0150,2003.0,Regulation,Early 2000s,1
32004G0113(01),32004G011301,2004.0,Legislative_Act,Early 2000s,1
32004L0024R(02),32004L0024,2004.0,Directive,Early 2000s,1
32005D0849,32005D0849,2005.0,Decision,Late 2000s,3
32007D0344,32007D0344,2007.0,Decision,Late 2000s,1
32007D0794,32007D0794,2007.0,Decision,Late 2000s,1
32007E0720,32007E0720,2007.0,Legislative_Act,Late 2000s,2
32008D0731,32008D0731,2008.0,Decision,Late 2000s,2
32008E0851R(03),32008E0851,2008.0,Legislative_Act,Late 2000s,1
32008R1338,32008R1338,2008.0,Regulation,Late 2000s,1
32009D0363,32009D0363,2009.0,Decision,Late 2000s,1
32009L0041,32009L0041,2009.0,Directive,Late 2000s,1
32009L0103,32009L0103,2009.0,Directive,Late 2000s,5
32010D0197R(01),32010D0197,2010.0,Decision,Early 2010s,2
32010L0080,32010L0080,2010.0,Directive,Early 2010s,3
32010R0913R(02),32010R0913,2010.0,Regulation,Early 2010s,2
32011D1116(01),32011D111601,2011.0,Decision,Early 2010s,1
32012A0612(01),32012A061201,2012.0,Legislative_Act,Early 2010s,1
32012D0808,32012D0808,2012.0,Decision,Early 2010s,1
32012R1249,32012R1249,2012.0,Regulation,Early 2010s,1
32013D0233R(03),32013D0233,2013.0,Decision,Early 2010s,1
32013D0719,32013D0719,2013.0,Decision,Early 2010s,1
32013H0730(23)R(01),32013H073023,2013.0,Legislative_Act,Early 2010s,1
32014D0017,32014D0017,2014.0,Decision,Early 2010s,1
32014D0188,32014D0188,2014.0,Decision,Early 2010s,1
32014D0219,32014D0219,2014.0,Decision,Early 2010s,1
32014D0894,32014D0894,2014.0,Decision,Early 2010s,1
32014D0930(01),32014D093001,2014.0,Decision,Early 2010s,1
32014R0909R(01),32014R0909,2014.0,Regulation,Early 2010s,1
32014R1286R(02),32014R1286,2014.0,Regulation,Early 2010s,1
32015D1960,32015D1960,2015.0,Decision,Late 2010s,1
32015L2060,32015L2060,2015.0,Directive,Late 2010s,1
32015R1973,32015R1973,2015.0,Regulation,Late 2010s,1
32016D2317,32016D2317,2016.0,Decision,Late 2010s,2
32016D2360,32016D2360,2016.0,Decision,Late 2010s,1
32016R0005,32016R0005,2016.0,Regulation,Late 2010s,1
32016R0165,32016R0165,2016.0,Regulation,Late 2010s,2
32016R0445,32016R0445,2016.0,Regulation,Late 2010s,1
32016R1630R(01),32016R1630,2016.0,Regulation,Late 2010s,3
32016Y0312(03),32016Y031203,2016.0,Legislative_Act,Late 2010s,1
32017R0776R(03),32017R0776,2017.0,Regulation,Late 2010s,1
32017R1084R(03),32017R1084,2017.0,Regulation,Late 2010s,1
32018D0661R(02),32018D0661,2018.0,Decision,Late 2010s,1
32018D1730,32018D1730,2018.0,Decision,Late 2010s,1
32018D2007,32018D2007,2018.0,Decision,Late 2010s,1
32018R0675,32018R0675,2018.0,Regulation,Late 2010s,1
32018R0677,32018R0677,2018.0,Regulation,Late 2010s,1
32018R1221,32018R1221,2018.0,Regulation,Late 2010s,2
32018R1971R(01),32018R1971,2018.0,Regulation,Late 2010s,1
32019D0785R(01),32019D0785,2019.0,Decision,Late 2010s,2
32019D0792,32019D0792,2019.0,Decision,Late 2010s,1
32019L0514,32019L0514,2019.0,Directive,Late 2010s,4
32019L2177R(02),32019L2177,2019.0,Directive,Late 2010s,2
32019R0320,32019R0320,2019.0,Regulation,Late 2010s,1
32019R0348,32019R0348,2019.0,Regulation,Late 2010s,1
32019R0876R(11),32019R0876,2019.0,Regulation,Late 2010s,2
32019R0981R(02),32019R0981,2019.0,Regulation,Late 2010s,2
32019R2155,32019R2155,2019.0,Regulation,Late 2010s,2
32020D0546,32020D0546,2020.0,Decision,2020s,1
32020D1312,32020D1312,2020.0,Decision,2020s,1
32020D1331,32020D1331,2020.0,Decision,2020s,1
32020R0988,32020R0988,2020.0,Regulation,2020s,2
32020R1118,32020R1118,2020.0,Regulation,2020s,2
32020R1536,32020R1536,2020.0,Regulation,2020s,1
32021D1115(01),32021D111501,2021.0,Decision,2020s,1
32021L2118,32021L2118,2021.0,Directive,2020s,6
32021R0453,32021R0453,2021.0,Regulation,2020s,2
32021R0453R(04),32021R0453,2021.0,Regulation,2020s,2
32021R0558,32021R0558,2021.0,Regulation,2020s,1
32022D2199,32022D2199,2022.0,Decision,2020s,1
32022D2351,32022D2351,2022.0,Decision,2020s,4
32022D2410,32022D2410,2022.0,Decision,2020s,1
32022D2441,32022D2441,2022.0,Decision,2020s,1
32022R0063,32022R0063,2022.0,Regulation,2020s,1
32022R0504,32022R0504,2022.0,Regulation,2020s,1
32022R2059,32022R2059,2022.0,Regulation,2020s,1
32022R2560R(01),32022R2560,2022.0,Regulation,2020s,1
32022R2579,32022R2579,2022.0,Regulation,2020s,2
32022R2580,32022R2580,2022.0,Regulation,2020s,2
32023D0231,32023D0231,2023.0,Decision,2020s,4
32023D0810,32023D0810,2023.0,Decision,2020s,1
32023D2818,32023D2818,2023.0,Decision,2020s,1
32023R0363R(01),32023R0363,2023.0,Regulation,2020s,1
32024D0788,32024D0788,2024.0,Decision,2020s,1
32024D1455,32024D1455,2024.0,Decision,2020s,2
32024D2709,32024D2709,2024.0,Decision,2020s,1
32024R0371,32024R0371,2024.0,Regulation,2020s,1
32024R1787,32024R1787,2024.0,Regulation,2020s,1
32025D0166,32025D0166,2025.0,Decision,2020s,1
32025D1049,32025D1049,2025.0,Decision,2020s,1
32025D1059,32025D1059,2025.0,Decision,2020s,1
31987R4070,31987R4070,1987.0,Regulation,Pre-Maastricht,1
31993R3604R(01),31993R3604,1993.0,Regulation,1990s,1
31993Y0323(01),31993Y032301,1993.0,Legislative_Act,1990s,2
31994D0691,31994D0691,1994.0,Decision,1990s,1
31994R3163,31994R3163,1994.0,Regulation,1990s,1
31996R0242,31996R0242,1996.0,Regulation,1990s,1
31997Y0304(01),31997Y030401,1997.0,Legislative_Act,1990s,1
31998D0542,31998D0542,1998.0,Decision,1990s,2
31999Y1126(02),31999Y112602,1999.0,Legislative_Act,1990s,1
32000D0122,32000D0122,2000.0,Decision,Early 2000s,1
32000E0401R(01),32000E0401,2000.0,Legislative_Act,Early 2000s,1
32001L0083R(05),32001L0083,2001.0,Directive,Early 2000s,1
32002D0748,32002D0748,2002.0,Decision,Early 2000s,1
32002R0894,32002R0894,2002.0,Regulation,Early 2000s,1
32003D0295,32003D0295,2003.0,Decision,Early 2000s,1
32003D0529,32003D0529,2003.0,Decision,Early 2000s,1
32004D0142,32004D0142,2004.0,Decision,Early 2000s,1
32004D0732,32004D0732,2004.0,Decision,Early 2000s,3
32004L0113R(03),32004L0113,2004.0,Directive,Early 2000s,2
32007D0602,32007D0602,2007.0,Decision,Late 2000s,1
32008D0815R(01),32008D0815,2008.0,Decision,Late 2000s,1
32008E0307,32008E0307,2008.0,Legislative_Act,Late 2000s,1
32008E0588,32008E0588,2008.0,Legislative_Act,Late 2000s,1
32008R1272R(10),32008R1272,2008.0,Regulation,Late 2000s,1
32009D0022,32009D0022,2009.0,Decision,Late 2000s,2
32009D0515,32009D0515,2009.0,Decision,Late 2000s,1
32009L0138R(06),32009L0138,2009.0,Directive,Late 2000s,2
32010L0053,32010L0053,2010.0,Directive,Early 2010s,1
32010L0084R(03),32010L0084,2010.0,Directive,Early 2010s,1
32010R0365R(03),32010R0365,2010.0,Regulation,Early 2010s,1
32011H0750,32011H0750,2011.0,Legislative_Act,Early 2010s,1
32012D0462,32012D0462,2012.0,Decision,Early 2010s,1
32012H0724(01),32012H072401,2012.0,Legislative_Act,Early 2010s,1
32013D0654,32013D0654,2013.0,Decision,Early 2010s,1
32013H0730(15)R(01),32013H073015,2013.0,Legislative_Act,Early 2010s,2
32013R1153,32013R1153,2013.0,Regulation,Early 2010s,1
32014R0514R(04),32014R0514,2014.0,Regulation,Early 2010s,1
32014R0591,32014R0591,2014.0,Regulation,Early 2010s,1
32015D0337,32015D0337,2015.0,Decision,Late 2010s,1
32015D1141,32015D1141,2015.0,Decision,Late 2010s,1
32015R1515,32015R1515,2015.0,Regulation,Late 2010s,1
32015R1832,32015R1832,2015.0,Regulation,Late 2010s,1
32015R1977,32015R1977,2015.0,Regulation,Late 2010s,1
32016R0101,32016R0101,2016.0,Regulation,Late 2010s,1
32016R1375,32016R1375,2016.0,Regulation,Late 2010s,1
32016R1376,32016R1376,2016.0,Regulation,Late 2010s,2
32017D1177,32017D1177,2017.0,Decision,Late 2010s,4
32017D1793,32017D1793,2017.0,Decision,Late 2010s,1
32017D1985,32017D1985,2017.0,Decision,Late 2010s,1
32017L2455R(05),32017L2455,2017.0,Directive,Late 2010s,1
32017R0394,32017R0394,2017.0,Regulation,Late 2010s,1
32017R1354,32017R1354,2017.0,Regulation,Late 2010s,1
32017R1538,32017R1538,2017.0,Regulation,Late 2010s,1
32017R2359,32017R2359,2017.0,Regulation,Late 2010s,4
32018D0010(01),32018D001001,2018.0,Decision,Late 2010s,1
32018D0607(01),32018D060701,2018.0,Decision,Late 2010s,1
32018D2009,32018D2009,2018.0,Decision,Late 2010s,1
32018L1808R(01),32018L1808,2018.0,Directive,Late 2010s,1
32018L1972R(01),32018L1972,2018.0,Directive,Late 2010s,1
32018R0034R(01),32018R0034,2018.0,Regulation,Late 2010s,1
32018R1717,32018R1717,2018.0,Regulation,Late 2010s,1
32019D0004,32019D0004,2019.0,Decision,Late 2010s,2
32019D0570R(01),32019D0570,2019.0,Decision,Late 2010s,1
32019D0785R(02),32019D0785,2019.0,Decision,Late 2010s,2
32019D1184,32019D1184,2019.0,Decision,Late 2010s,1
32019D1277,32019D1277,2019.0,Decision,Late 2010s,1
32019R0263,32019R0263,2019.0,Regulation,Late 2010s,1
32019R1935,32019R1935,2019.0,Regulation,Late 2010s,6
32019R1935R(01),32019R1935,2019.0,Regulation,Late 2010s,6
32019R2088R(07),32019R2088,2019.0,Regulation,Late 2010s,1
32020D0903,32020D0903,2020.0,Decision,2020s,1
32020D1332,32020D1332,2020.0,Decision,2020s,1
32020R0217R(01),32020R0217,2020.0,Regulation,2020s,1
32020R0217R(02),32020R0217,2020.0,Regulation,2020s,1
32020R0533,32020R0533,2020.0,Regulation,2020s,1
32020R1145,32020R1145,2020.0,Regulation,2020s,2
32020R1298,32020R1298,2020.0,Regulation,2020s,5
32020R1732,32020R1732,2020.0,Regulation,2020s,1
32021D0088R(01),32021D0088,2021.0,Decision,2020s,1
32021D0730,32021D0730,2021.0,Decision,2020s,1
32021D0748,32021D0748,2021.0,Decision,2020s,2
32021D0839,32021D0839,2021.0,Decision,2020s,1
32021D0929(02),32021D092902,2021.0,Decision,2020s,1
32021D2137,32021D2137,2021.0,Decision,2020s,3
32021R0522R(02),32021R0522,2021.0,Regulation,2020s,1
32021R0728,32021R0728,2021.0,Regulation,2020s,2
32021R0836,32021R0836,2021.0,Regulation,2020s,1
32021R1118,32021R1118,2021.0,Regulation,2020s,1
32021R1256R(01),32021R1256,2021.0,Regulation,2020s,2
32021R1340,32021R1340,2021.0,Regulation,2020s,1
32021R1354,32021R1354,2021.0,Regulation,2020s,2
32022D0339R(01),32022D0339,2022.0,Decision,2020s,1
32022D0764,32022D0764,2022.0,Decision,2020s,1
32022D0776,32022D0776,2022.0,Decision,2020s,1
32022D1093,32022D1093,2022.0,Decision,2020s,3
32022D1124(01),32022D112401,2022.0,Decision,2020s,1
32022D2244,32022D2244,2022.0,Decision,2020s,3
32022R0612R(02),32022R0612,2022.0,Regulation,2020s,1
32022R2365,32022R2365,2022.0,Regulation,2020s,1
32022R2371,32022R2371,2022.0,Regulation,2020s,1
32022R2554,32022R2554,2022.0,Regulation,2020s,1
32023R0894,32023R0894,2023.0,Regulation,2020s,3
32023R1192,32023R1192,2023.0,Regulation,2020s,1
32023R1577,32023R1577,2023.0,Regulation,2020s,1
32023R1578,32023R1578,2023.0,Regulation,2020s,1
32023R1764,32023R1764,2023.0,Regulation,2020s,1
32024D0742,32024D0742,2024.0,Decision,2020s,1
32024D1274,32024D1274,2024.0,Decision,2020s,1
32024D1848,32024D1848,2024.0,Decision,2020s,3
32024R2025,32024R2025,2024.0,Regulation,2020s,1
32024R2147,32024R2147,2024.0,Regulation,2020s,2
32024R2995,32024R2995,2024.0,Regulation,2020s,1
32024R3210,32024R3210,2024.0,Regulation,2020s,1
32025D0338,32025D0338,2025.0,Decision,2020s,1
32025D0913,32025D0913,2025.0,Decision,2020s,2
32025D1039,32025D1039,2025.0,Decision,2020s,1
32025R0652,32025R0652,2025.0,Regulation,2020s,1
31958D1127(01),31958D112701,1958.0,Decision,Pre-Single European Act,1
31985D0534,31985D0534,1985.0,Decision,Pre-Single European Act,1
31990D0456,31990D0456,1990.0,Decision,Pre-Maastricht,1
31992L0013,31992L0013,1992.0,Directive,Pre-Maastricht,1
31992Y0723(01),31992Y072301,1992.0,Legislative_Act,Pre-Maastricht,1
31993D0426,31993D0426,1993.0,Decision,1990s,1
31993Y0106(01),31993Y010601,1993.0,Legislative_Act,1990s,1
31994D0687,31994D0687,1994.0,Decision,1990s,1
31994D0706,31994D0706,1994.0,Decision,1990s,1
31995D0255,31995D0255,1995.0,Decision,1990s,1
31998D0575,31998D0575,1998.0,Decision,1990s,1
31998H0477,31998H0477,1998.0,Legislative_Act,1990s,1
31998R2316,31998R2316,1998.0,Regulation,1990s,1
31999Y0423(01),31999Y042301,1999.0,Legislative_Act,1990s,1
31999Y0803(01),31999Y080301,1999.0,Legislative_Act,1990s,1
32000Y0324(01),32000Y032401,2000.0,Legislative_Act,Early 2000s,1
32001D0696,32001D0696,2001.0,Decision,Early 2000s,2
32003L0040,32003L0040,2003.0,Directive,Early 2000s,1
32003R1234R(03),32003R1234,2003.0,Regulation,Early 2000s,1
32004D0667,32004D0667,2004.0,Decision,Early 2000s,1
32004R0013,32004R0013,2004.0,Regulation,Early 2000s,1
32006D0089,32006D0089,2006.0,Decision,Late 2000s,1
32006R1907,32006R1907,2006.0,Regulation,Late 2000s,1
32006R1907R(08),32006R1907,2006.0,Regulation,Late 2000s,1
32008D0711,32008D0711,2008.0,Decision,Late 2000s,1
32008D0888,32008D0888,2008.0,Decision,Late 2000s,1
32008R1334R(05),32008R1334,2008.0,Regulation,Late 2000s,1
32009D0288,32009D0288,2009.0,Decision,Late 2000s,1
32009L0119R(01),32009L0119,2009.0,Directive,Late 2000s,2
32009R1072R(03),32009R1072,2009.0,Regulation,Late 2000s,1
32009R1284,32009R1284,2009.0,Regulation,Late 2000s,1
32010D0096,32010D0096,2010.0,Decision,Early 2010s,2
32010D0197,32010D0197,2010.0,Decision,Early 2010s,2
32010R1071,32010R1071,2010.0,Regulation,Early 2010s,1
32011D0237,32011D0237,2011.0,Decision,Early 2010s,2
32011D0319,32011D0319,2011.0,Decision,Early 2010s,1
32011D0399,32011D0399,2011.0,Decision,Early 2010s,2
32011D1011(02),32011D101102,2011.0,Decision,Early 2010s,1
32011R1227,32011R1227,2011.0,Regulation,Early 2010s,1
32012D0443,32012D0443,2012.0,Decision,Early 2010s,1
32012D0503,32012D0503,2012.0,Decision,Early 2010s,1
32012R0465,32012R0465,2012.0,Regulation,Early 2010s,1
32013D0206,32013D0206,2013.0,Decision,Early 2010s,1
32013D0659,32013D0659,2013.0,Decision,Early 2010s,1
32014D0138,32014D0138,2014.0,Decision,Early 2010s,1
32014R0342,32014R0342,2014.0,Regulation,Early 2010s,3
32014R0667R(01),32014R0667,2014.0,Regulation,Early 2010s,1
32015D1835R(01),32015D1835,2015.0,Decision,Late 2010s,1
32015L0849R(02),32015L0849,2015.0,Directive,Late 2010s,2
32015L2366R(06),32015L2366,2015.0,Directive,Late 2010s,2
32015R0909,32015R0909,2015.0,Regulation,Late 2010s,1
32016D0120,32016D0120,2016.0,Decision,Late 2010s,1
32016D0418,32016D0418,2016.0,Decision,Late 2010s,1
32016D0789,32016D0789,2016.0,Decision,Late 2010s,1
32016L0097,32016L0097,2016.0,Directive,Late 2010s,4
32016L2258,32016L2258,2016.0,Directive,Late 2010s,1
32017D0552,32017D0552,2017.0,Decision,Late 2010s,1
32017D0939,32017D0939,2017.0,Decision,Late 2010s,1
32017D1342,32017D1342,2017.0,Decision,Late 2010s,1
32017D1406,32017D1406,2017.0,Decision,Late 2010s,2
32017L2054,32017L2054,2017.0,Directive,Late 2010s,4
32017L2455R(01),32017L2455,2017.0,Directive,Late 2010s,1
32018D1941,32018D1941,2018.0,Decision,Late 2010s,3
32018L1972R(05),32018L1972,2018.0,Directive,Late 2010s,1
32018R0171,32018R0171,2018.0,Regulation,Late 2010s,1
32018R0815,32018R0815,2018.0,Regulation,Late 2010s,1
32018R1482,32018R1482,2018.0,Regulation,Late 2010s,1
32019D0420R(01),32019D0420,2019.0,Decision,Late 2010s,1
32019D1765,32019D1765,2019.0,Decision,Late 2010s,1
32019L0878R(04),32019L0878,2019.0,Directive,Late 2010s,1
32019R0699,32019R0699,2019.0,Regulation,Late 2010s,2
32019R0943R(01),32019R0943,2019.0,Regulation,Late 2010s,1
32020D0141,32020D0141,2020.0,Decision,2020s,1
32020D0472R(03),32020D0472,2020.0,Decision,2020s,2
32020D0547,32020D0547,2020.0,Decision,2020s,1
32020D1099,32020D1099,2020.0,Decision,2020s,2
32020R0605,32020R0605,2020.0,Regulation,2020s,1
32020R0736,32020R0736,2020.0,Regulation,2020s,1
32020R1744,32020R1744,2020.0,Regulation,2020s,1
32020Y0619(01),32020Y061901,2020.0,Legislative_Act,2020s,1
32021D0592,32021D0592,2021.0,Decision,2020s,1
32021D1074R(01),32021D1074,2021.0,Decision,2020s,1
32021D2008,32021D2008,2021.0,Decision,2020s,3
32021D2243,32021D2243,2021.0,Decision,2020s,1
32022D0172,32022D0172,2022.0,Decision,2020s,2
32022D0589,32022D0589,2022.0,Decision,2020s,1
32022D2307,32022D2307,2022.0,Decision,2020s,2
32022R0594,32022R0594,2022.0,Regulation,2020s,1
32022R1288,32022R1288,2022.0,Regulation,2020s,1
32023D0272,32023D0272,2023.0,Decision,2020s,2
32023D1680,32023D1680,2023.0,Decision,2020s,2
32023D2417,32023D2417,2023.0,Decision,2020s,1
32023R2175,32023R2175,2023.0,Regulation,2020s,1
32023R2527,32023R2527,2023.0,Regulation,2020s,1
32024D04431,32024D04431,2024.0,Decision,2020s,2
32024D0459,32024D0459,2024.0,Decision,2020s,1
32024D1049,32024D1049,2024.0,Decision,2020s,3
32024D1467,32024D1467,2024.0,Decision,2020s,2
32024D1688,32024D1688,2024.0,Decision,2020s,1
32024D1715,32024D1715,2024.0,Decision,2020s,3
32024D1980,32024D1980,2024.0,Decision,2020s,3
32024D2045,32024D2045,2024.0,Decision,2020s,1
32024D2667,32024D2667,2024.0,Decision,2020s,2
32024R1618,32024R1618,2024.0,Regulation,2020s,1
32024R1772,32024R1772,2024.0,Regulation,2020s,1
32024R2494,32024R2494,2024.0,Regulation,2020s,1
32024R2896,32024R2896,2024.0,Regulation,2020s,1
31982D0854,31982D0854,1982.0,Decision,Pre-Single European Act,2
31985D0067,31985D0067,1985.0,Decision,Pre-Single European Act,1
31991L0287,31991L0287,1991.0,Directive,Pre-Maastricht,1
31994D0242,31994D0242,1994.0,Decision,1990s,1
31995Y0705(01),31995Y070501,1995.0,Legislative_Act,1990s,1
31995Y0811(03),31995Y081103,1995.0,Legislative_Act,1990s,1
31997D0544,31997D0544,1997.0,Decision,1990s,1
31998D0181,31998D0181,1998.0,Decision,1990s,1
31998D0543,31998D0543,1998.0,Decision,1990s,2
31999D0287,31999D0287,1999.0,Decision,1990s,1
31999D0574,31999D0574,1999.0,Decision,1990s,1
32000D0044,32000D0044,2000.0,Decision,Early 2000s,1
32000Y0209(01),32000Y020901,2000.0,Legislative_Act,Early 2000s,1
32003D0288,32003D0288,2003.0,Decision,Early 2000s,1
32003H0203,32003H0203,2003.0,Legislative_Act,Early 2000s,2
32003R0150R(03),32003R0150,2003.0,Regulation,Early 2000s,1
32003R1139R(02),32003R1139,2003.0,Regulation,Early 2000s,1
32004D0777R(04),32004D0777,2004.0,Decision,Early 2000s,1
32005D0905,32005D0905,2005.0,Decision,Late 2000s,1
32006L0043R(01),32006L0043,2006.0,Directive,Late 2000s,1
32007D0849,32007D0849,2007.0,Decision,Late 2000s,1
32007D0874,32007D0874,2007.0,Decision,Late 2000s,1
32007E0147,32007E0147,2007.0,Legislative_Act,Late 2000s,1
32008D0918,32008D0918,2008.0,Decision,Late 2000s,1
32008R0571,32008R0571,2008.0,Regulation,Late 2000s,1
32008R1332R(02),32008R1332,2008.0,Regulation,Late 2000s,1
32009D0765,32009D0765,2009.0,Decision,Late 2000s,1
32009L0110R(03),32009L0110,2009.0,Directive,Late 2000s,2
32009L0138,32009L0138,2009.0,Directive,Late 2000s,2
32010D0096R(02),32010D0096,2010.0,Decision,Early 2010s,2
32010D0184,32010D0184,2010.0,Decision,Early 2010s,1
32010D0331,32010D0331,2010.0,Decision,Early 2010s,1
32010D0424(11),32010D042411,2010.0,Decision,Early 2010s,1
32010R0383,32010R0383,2010.0,Regulation,Early 2010s,1
32012D0503R(01),32012D0503,2012.0,Decision,Early 2010s,1
32012D0633,32012D0633,2012.0,Decision,Early 2010s,1
32012H0724(24),32012H072424,2012.0,Legislative_Act,Early 2010s,1
32013D0697,32013D0697,2013.0,Decision,Early 2010s,2
32013H0730(11),32013H073011,2013.0,Legislative_Act,Early 2010s,1
32013H0730(22),32013H073022,2013.0,Legislative_Act,Early 2010s,1
32013L0023,32013L0023,2013.0,Directive,Early 2010s,1
32013R0141,32013R0141,2013.0,Regulation,Early 2010s,1
32013R0141R(01),32013R0141,2013.0,Regulation,Early 2010s,1
32014D0804,32014D0804,2014.0,Decision,Early 2010s,1
32014D0901,32014D0901,2014.0,Decision,Early 2010s,1
32014R0342R(01),32014R0342,2014.0,Regulation,Early 2010s,3
32015D1056,32015D1056,2015.0,Decision,Late 2010s,1
32015L0849R(03),32015L0849,2015.0,Directive,Late 2010s,2
32016D1944,32016D1944,2016.0,Decision,Late 2010s,1
32016R0056,32016R0056,2016.0,Regulation,Late 2010s,1
32016R0467R(01),32016R0467,2016.0,Regulation,Late 2010s,2
32016R2286R(01),32016R2286,2016.0,Regulation,Late 2010s,2
32017A0928(01),32017A092801,2017.0,Legislative_Act,Late 2010s,1
32017R0391R(01),32017R0391,2017.0,Regulation,Late 2010s,1
32017R0746R(01),32017R0746,2017.0,Regulation,Late 2010s,1
32017R1147,32017R1147,2017.0,Regulation,Late 2010s,1
32017R2401R(02),32017R2401,2017.0,Regulation,Late 2010s,1
32018D1485,32018D1485,2018.0,Decision,Late 2010s,1
32018R0728,32018R0728,2018.0,Regulation,Late 2010s,1
32019D0785,32019D0785,2019.0,Decision,Late 2010s,2
32019D1909R(02),32019D1909,2019.0,Decision,Late 2010s,3
32019D1912,32019D1912,2019.0,Decision,Late 2010s,1
32019D1930R(01),32019D1930,2019.0,Decision,Late 2010s,1
32019R0796R(02),32019R0796,2019.0,Regulation,Late 2010s,1
32019R1902,32019R1902,2019.0,Regulation,Late 2010s,2
32019R2128,32019R2128,2019.0,Regulation,Late 2010s,1
32020D0026,32020D0026,2020.0,Decision,2020s,1
32020D0452R(03),32020D0452,2020.0,Decision,2020s,1
32020D0472R(01),32020D0472,2020.0,Decision,2020s,2
32020D0663,32020D0663,2020.0,Decision,2020s,1
32020D1537,32020D1537,2020.0,Decision,2020s,1
32020D2188R(01),32020D2188,2020.0,Decision,2020s,1
32020R0782,32020R0782,2020.0,Regulation,2020s,1
32020R1055,32020R1055,2020.0,Regulation,2020s,1
32020R1225,32020R1225,2020.0,Regulation,2020s,1
32020R1227,32020R1227,2020.0,Regulation,2020s,1
32020R1423,32020R1423,2020.0,Regulation,2020s,2
32021D0173R(01),32021D0173,2021.0,Decision,2020s,1
32021D1145,32021D1145,2021.0,Decision,2020s,5
32021D1440,32021D1440,2021.0,Decision,2020s,2
32021L2167R(03),32021L2167,2021.0,Directive,2020s,2
32021R1328R(01),32021R1328,2021.0,Regulation,2020s,2
32021R2026R(01),32021R2026,2021.0,Regulation,2020s,1
32022D0266R(01),32022D0266,2022.0,Decision,2020s,1
32022D0338R(02),32022D0338,2022.0,Decision,2020s,2
32022D0679,32022D0679,2022.0,Decision,2020s,1
32022D0777,32022D0777,2022.0,Decision,2020s,1
32022D1842,32022D1842,2022.0,Decision,2020s,1
32023D0208(02),32023D020802,2023.0,Decision,2020s,1
32023D1305,32023D1305,2023.0,Decision,2020s,1
32023D2610,32023D2610,2023.0,Decision,2020s,2
32023R1616,32023R1616,2023.0,Regulation,2020s,1
