Id,Label,Year,Type,Era,Seed_Concepts
32019R0452,32019R0452,2019.0,Regulation,Late 2010s,5
12016E063,12016E063,2016.0,Treaty,Late 2010s,0
12016E065,12016E065,2016.0,Treaty,Late 2010s,0
32008L0114,32008L0114,2008.0,Directive,Late 2000s,0
32021R0821R(02),32021R0821,2021.0,Regulation,2020s,0
32022L2557R(01),32022L2557,2022.0,Directive,2020s,1
32021R0821,32021R0821,2021.0,Regulation,2020s,0
31973Y0919(11),31973Y091911,1973.0,Legislative_Act,Pre-Single European Act,1
31985D0066,31985D0066,1985.0,Decision,Pre-Single European Act,1
31990Y0818(01),31990Y081801,1990.0,Legislative_Act,Pre-Maastricht,1
31996R0902,31996R0902,1996.0,Regulation,1990s,1
31997D0486,31997D0486,1997.0,Decision,1990s,1
31997D0487,31997D0487,1997.0,Decision,1990s,1
31998Y1215(01),31998Y121501,1998.0,Legislative_Act,1990s,1
32000R1896,32000R1896,2000.0,Regulation,Early 2000s,1
32001D0079,32001D0079,2001.0,Decision,Early 2000s,1
32002L0058R(01),32002L0058,2002.0,Directive,Early 2000s,1
32003D0521,32003D0521,2003.0,Decision,Early 2000s,1
32003R1139R(01),32003R1139,2003.0,Regulation,Early 2000s,1
32004D0733,32004D0733,2004.0,Decision,Early 2000s,1
32004R0785R(01),32004R0785,2004.0,Regulation,Early 2000s,2
32005L0044R(01),32005L0044,2005.0,Directive,Late 2000s,1
32005R2073R(10),32005R2073,2005.0,Regulation,Late 2000s,1
32006D0267,32006D0267,2006.0,Decision,Late 2000s,2
32006L0007R(01),32006L0007,2006.0,Directive,Late 2000s,1
32006R0907R(02),32006R0907,2006.0,Regulation,Late 2000s,1
32007D0725,32007D0725,2007.0,Decision,Late 2000s,2
32008D0712,32008D0712,2008.0,Decision,Late 2000s,2
32008D0981,32008D0981,2008.0,Decision,Late 2000s,1
32008L0098R(09),32008L0098,2008.0,Directive,Late 2000s,1
32008R1234,32008R1234,2008.0,Regulation,Late 2000s,1
32008R1334R(06),32008R1334,2008.0,Regulation,Late 2000s,1
32009D0341,32009D0341,2009.0,Decision,Late 2000s,1
32009R0767,32009R0767,2009.0,Regulation,Late 2000s,1
32010D0430,32010D0430,2010.0,Decision,Early 2010s,1
32010R0600,32010R0600,2010.0,Regulation,Early 2010s,1
32010R0913,32010R0913,2010.0,Regulation,Early 2010s,2
32011H0723(01),32011H072301,2011.0,Legislative_Act,Early 2010s,1
32011R0269R(01),32011R0269,2011.0,Regulation,Early 2010s,1
32011R0328,32011R0328,2011.0,Regulation,Early 2010s,1
32012D0399,32012D0399,2012.0,Decision,Early 2010s,1
32012L0010,32012L0010,2012.0,Directive,Early 2010s,1
32012R0555,32012R0555,2012.0,Regulation,Early 2010s,1
32013H0730(09),32013H073009,2013.0,Legislative_Act,Early 2010s,1
32013H0730(23),32013H073023,2013.0,Legislative_Act,Early 2010s,1
32013H0730(24),32013H073024,2013.0,Legislative_Act,Early 2010s,1
32013R0909,32013R0909,2013.0,Regulation,Early 2010s,1
32014D0169,32014D0169,2014.0,Decision,Early 2010s,1
32014L0061R(02),32014L0061,2014.0,Directive,Early 2010s,1
32015D0800,32015D0800,2015.0,Decision,Late 2010s,1
32015D1057,32015D1057,2015.0,Decision,Late 2010s,1
32015R2120R(01),32015R2120,2015.0,Regulation,Late 2010s,1
32016A0817(03),32016A081703,2016.0,Legislative_Act,Late 2010s,1
32017D0758,32017D0758,2017.0,Decision,Late 2010s,1
32017D1102,32017D1102,2017.0,Decision,Late 2010s,1
32017D1967,32017D1967,2017.0,Decision,Late 2010s,1
32017D1968,32017D1968,2017.0,Decision,Late 2010s,2
32017R0492,32017R0492,2017.0,Regulation,Late 2010s,2
32017R0776,32017R0776,2017.0,Regulation,Late 2010s,1
32017R2015,32017R2015,2017.0,Regulation,Late 2010s,2
32018R0634,32018R0634,2018.0,Regulation,Late 2010s,1
32018R0678,32018R0678,2018.0,Regulation,Late 2010s,1
32018R0688,32018R0688,2018.0,Regulation,Late 2010s,1
32018R0761,32018R0761,2018.0,Regulation,Late 2010s,1
32019D0327(03),32019D032703,2019.0,Decision,Late 2010s,1
32019L0713,32019L0713,2019.0,Directive,Late 2010s,1
32019R0618,32019R0618,2019.0,Regulation,Late 2010s,1
32019R0801,32019R0801,2019.0,Regulation,Late 2010s,1
32019R0876R(13),32019R0876,2019.0,Regulation,Late 2010s,2
32019R0933,32019R0933,2019.0,Regulation,Late 2010s,1
32019R1830,32019R1830,2019.0,Regulation,Late 2010s,1
32019R2155R(02),32019R2155,2019.0,Regulation,Late 2010s,2
32020D0414R(01),32020D0414,2020.0,Decision,2020s,1
32020R0558,32020R0558,2020.0,Regulation,2020s,1
32020R0784R(02),32020R0784,2020.0,Regulation,2020s,1
32020R1182R(01),32020R1182,2020.0,Regulation,2020s,1
32020R1228,32020R1228,2020.0,Regulation,2020s,2
32021D1210,32021D1210,2021.0,Decision,2020s,2
32021R0943,32021R0943,2021.0,Regulation,2020s,1
32021R1971,32021R1971,2021.0,Regulation,2020s,1
32022D1971,32022D1971,2022.0,Decision,2020s,1
32022D1981,32022D1981,2022.0,Decision,2020s,2
32022D1982,32022D1982,2022.0,Decision,2020s,2
32022D2331,32022D2331,2022.0,Decision,2020s,1
32022D2494,32022D2494,2022.0,Decision,2020s,1
32022L0362R(02),32022L0362,2022.0,Directive,2020s,1
32022R0692,32022R0692,2022.0,Regulation,2020s,1
32022R1032R(02),32022R1032,2022.0,Regulation,2020s,1
32022R1622R(01),32022R1622,2022.0,Regulation,2020s,2
32022R2360,32022R2360,2022.0,Regulation,2020s,2
32022R2554R(02),32022R2554,2022.0,Regulation,2020s,1
32023D0160,32023D0160,2023.0,Decision,2020s,1
32023D0178,32023D0178,2023.0,Decision,2020s,1
32023D0599,32023D0599,2023.0,Decision,2020s,3
32023D0672,32023D0672,2023.0,Decision,2020s,2
32023D0673,32023D0673,2023.0,Decision,2020s,2
32023D1053,32023D1053,2023.0,Decision,2020s,2
32023D1534,32023D1534,2023.0,Decision,2020s,1
32023R0435,32023R0435,2023.0,Regulation,2020s,1
32023R0449,32023R0449,2023.0,Regulation,2020s,1
32023R0662,32023R0662,2023.0,Regulation,2020s,1
32023R0707,32023R0707,2023.0,Regulation,2020s,1
32023R1182,32023R1182,2023.0,Regulation,2020s,1
32023R1617,32023R1617,2023.0,Regulation,2020s,1
32023R1650,32023R1650,2023.0,Regulation,2020s,2
32024D0828,32024D0828,2024.0,Decision,2020s,1
32024D0902,32024D0902,2024.0,Decision,2020s,1
32024D1511,32024D1511,2024.0,Decision,2020s,1
32024D2840,32024D2840,2024.0,Decision,2020s,2
32024L1226,32024L1226,2024.0,Directive,2020s,1
32024L2839,32024L2839,2024.0,Directive,2020s,1
32024R0370,32024R0370,2024.0,Regulation,2020s,1
32024R0895,32024R0895,2024.0,Regulation,2020s,1
32025D01598,32025D01598,2025.0,Decision,2020s,1
32025D0373,32025D0373,2025.0,Decision,2020s,1
32025D0704,32025D0704,2025.0,Decision,2020s,1
31983H0419,31983H0419,1983.0,Legislative_Act,Pre-Single European Act,1
31990Y0707(02),31990Y070702,1990.0,Legislative_Act,Pre-Maastricht,1
31994D0244,31994D0244,1994.0,Decision,1990s,1
32000D0354R(02),32000D0354,2000.0,Decision,Early 2000s,1
32001D0432,32001D0432,2001.0,Decision,Early 2000s,1
32002D0180,32002D0180,2002.0,Decision,Early 2000s,1
32004R0785R(07),32004R0785,2004.0,Regulation,Early 2000s,2
32005E0329,32005E0329,2005.0,Legislative_Act,Late 2000s,1
32005R1209,32005R1209,2005.0,Regulation,Late 2000s,1
32006R0474R(01),32006R0474,2006.0,Regulation,Late 2000s,1
32007D0193,32007D0193,2007.0,Decision,Late 2000s,2
32007R0333,32007R0333,2007.0,Regulation,Late 2000s,1
32007R0333R(01),32007R0333,2007.0,Regulation,Late 2000s,1
32008D0172,32008D0172,2008.0,Decision,Late 2000s,1
32008D0918R(01),32008D0918,2008.0,Decision,Late 2000s,1
32008R1331R(01),32008R1331,2008.0,Regulation,Late 2000s,1
32009R1024R(02),32009R1024,2009.0,Regulation,Late 2000s,1
32010D0212,32010D0212,2010.0,Decision,Early 2010s,2
32010D0753,32010D0753,2010.0,Decision,Early 2010s,2
32010L0084R(05),32010L0084,2010.0,Directive,Early 2010s,1
32010R1162,32010R1162,2010.0,Regulation,Early 2010s,1
32011D0101R(01),32011D0101,2011.0,Decision,Early 2010s,1
32012L0023,32012L0023,2012.0,Directive,Early 2010s,2
32013R0210R(01),32013R0210,2013.0,Regulation,Early 2010s,1
32014R0185,32014R0185,2014.0,Regulation,Early 2010s,1
32014R1125,32014R1125,2014.0,Regulation,Early 2010s,2
32014R1299R(02),32014R1299,2014.0,Regulation,Early 2010s,1
32015A1031(01),32015A103101,2015.0,Legislative_Act,Late 2010s,1
32015D0248,32015D0248,2015.0,Decision,Late 2010s,1
32015D0664,32015D0664,2015.0,Decision,Late 2010s,2
32015D1835,32015D1835,2015.0,Decision,Late 2010s,1
32015L2366,32015L2366,2015.0,Directive,Late 2010s,2
32015R0020,32015R0020,2015.0,Regulation,Late 2010s,1
32015R1378,32015R1378,2015.0,Regulation,Late 2010s,1
32016D0929(01),32016D092901,2016.0,Decision,Late 2010s,1
32016R1710,32016R1710,2016.0,Regulation,Late 2010s,1
32017L2455R(04),32017L2455,2017.0,Directive,Late 2010s,1
32017R0393,32017R0393,2017.0,Regulation,Late 2010s,1
32017R1800,32017R1800,2017.0,Regulation,Late 2010s,1
32017R2402,32017R2402,2017.0,Regulation,Late 2010s,1
32018D1723,32018D1723,2018.0,Decision,Late 2010s,1
32018L0843,32018L0843,2018.0,Directive,Late 2010s,2
32019D0668,32019D0668,2019.0,Decision,Late 2010s,1
32019D0784,32019D0784,2019.0,Decision,Late 2010s,2
32019D1274,32019D1274,2019.0,Decision,Late 2010s,1
32019D1278,32019D1278,2019.0,Decision,Late 2010s,1
32019D1560R(02),32019D1560,2019.0,Decision,Late 2010s,1
32019D1577,32019D1577,2019.0,Decision,Late 2010s,1
32019D1909,32019D1909,2019.0,Decision,Late 2010s,3
32019L0878,32019L0878,2019.0,Directive,Late 2010s,1
32019R0503,32019R0503,2019.0,Regulation,Late 2010s,1
32019R1676,32019R1676,2019.0,Regulation,Late 2010s,1
32019R2088R(04),32019R2088,2019.0,Regulation,Late 2010s,1
32019R2175R(02),32019R2175,2019.0,Regulation,Late 2010s,4
32020D0373R(01),32020D0373,2020.0,Decision,2020s,1
32020D0491,32020D0491,2020.0,Decision,2020s,1
32020D2228,32020D2228,2020.0,Decision,2020s,1
32020R0697,32020R0697,2020.0,Regulation,2020s,1
32021L1047,32021L1047,2021.0,Directive,2020s,3
32022D0266R(06),32022D0266,2022.0,Decision,2020s,1
32022D0810R(01),32022D0810,2022.0,Decision,2020s,1
32022D0948,32022D0948,2022.0,Decision,2020s,1
32022O0508R(01),32022O0508,2022.0,Legislative_Act,2020s,2
32022R0123,32022R0123,2022.0,Regulation,2020s,1
32022R0805,32022R0805,2022.0,Regulation,2020s,1
32022R1214,32022R1214,2022.0,Regulation,2020s,2
32022R1288R(01),32022R1288,2022.0,Regulation,2020s,1
32023D0598,32023D0598,2023.0,Decision,2020s,1
32023D1336,32023D1336,2023.0,Decision,2020s,1
32023D2817,32023D2817,2023.0,Decision,2020s,1
32023R0736,32023R0736,2023.0,Regulation,2020s,1
32023R1774,32023R1774,2023.0,Regulation,2020s,1
32023R1803,32023R1803,2023.0,Regulation,2020s,1
32023R2779,32023R2779,2023.0,Regulation,2020s,4
32024D0871,32024D0871,2024.0,Decision,2020s,1
32024D2383,32024D2383,2024.0,Decision,2020s,2
32024D2496,32024D2496,2024.0,Decision,2020s,1
32024D2521,32024D2521,2024.0,Decision,2020s,3
32024D2864,32024D2864,2024.0,Decision,2020s,1
32024D3006,32024D3006,2024.0,Decision,2020s,1
32024O2798,32024O2798,2024.0,Legislative_Act,2020s,2
32024R1679,32024R1679,2024.0,Regulation,2020s,2
32024R2000,32024R2000,2024.0,Regulation,2020s,2
32024R2024,32024R2024,2024.0,Regulation,2020s,1
32024R2865,32024R2865,2024.0,Regulation,2020s,1
32024R2981,32024R2981,2024.0,Regulation,2020s,1
32025D0676,32025D0676,2025.0,Decision,2020s,1
32025D0887,32025D0887,2025.0,Decision,2020s,1
31973Y0919(07),31973Y091907,1973.0,Legislative_Act,Pre-Single European Act,1
31978D0154,31978D0154,1978.0,Decision,Pre-Single European Act,2
31988R4064,31988R4064,1988.0,Regulation,Pre-Maastricht,1
31990H0143,31990H0143,1990.0,Legislative_Act,Pre-Maastricht,1
31994L0022,31994L0022,1994.0,Directive,1990s,1
31995D0419,31995D0419,1995.0,Decision,1990s,1
31996L0067,31996L0067,1996.0,Directive,1990s,1
31997L0009,31997L0009,1997.0,Directive,1990s,1
31999D0834,31999D0834,1999.0,Decision,1990s,1
31999Y0713(01),31999Y071301,1999.0,Legislative_Act,1990s,1
32001D0546,32001D0546,2001.0,Decision,Early 2000s,2
32003D0564,32003D0564,2003.0,Decision,Early 2000s,3
32003D0790,32003D0790,2003.0,Decision,Early 2000s,1
32003R0260,32003R0260,2003.0,Regulation,Early 2000s,1
32003R1128,32003R1128,2003.0,Regulation,Early 2000s,1
32004D0090,32004D0090,2004.0,Decision,Early 2000s,1
32004D0822,32004D0822,2004.0,Decision,Early 2000s,2
32004L0066,32004L0066,2004.0,Directive,Early 2000s,1
32004R0851R(02),32004R0851,2004.0,Regulation,Early 2000s,1
32006D0351,32006D0351,2006.0,Decision,Late 2000s,1
32006L0038R(03),32006L0038,2006.0,Directive,Late 2000s,1
32006L0043R(02),32006L0043,2006.0,Directive,Late 2000s,1
32007E0178,32007E0178,2007.0,Legislative_Act,Late 2000s,1
32007E0528,32007E0528,2007.0,Legislative_Act,Late 2000s,1
32007E0887,32007E0887,2007.0,Legislative_Act,Late 2000s,1
32007H0078,32007H0078,2007.0,Legislative_Act,Late 2000s,1
32008D0170,32008D0170,2008.0,Decision,Late 2000s,1
32009D0027,32009D0027,2009.0,Decision,Late 2000s,1
32009D0460R(01),32009D0460,2009.0,Decision,Late 2000s,1
32009D0548,32009D0548,2009.0,Decision,Late 2000s,1
32009D0739,32009D0739,2009.0,Decision,Late 2000s,2
32009D0758,32009D0758,2009.0,Decision,Late 2000s,1
32009H1205(01),32009H120501,2009.0,Legislative_Act,Late 2000s,1
32009L0138R(09),32009L0138,2009.0,Directive,Late 2000s,2
32010D0018(01),32010D001801,2010.0,Decision,Early 2010s,1
32010D0675,32010D0675,2010.0,Decision,Early 2010s,1
32010H0424(02),32010H042402,2010.0,Legislative_Act,Early 2010s,1
32010H0635R(02),32010H0635,2010.0,Legislative_Act,Early 2010s,1
32010R0365,32010R0365,2010.0,Regulation,Early 2010s,1
32010R0384,32010R0384,2010.0,Regulation,Early 2010s,1
32010R1169,32010R1169,2010.0,Regulation,Early 2010s,1
32011D0706,32011D0706,2011.0,Decision,Early 2010s,1
32011D0792,32011D0792,2011.0,Decision,Early 2010s,2
32012H0798,32012H0798,2012.0,Legislative_Act,Early 2010s,1
32012L0034R(04),32012L0034,2012.0,Directive,Early 2010s,2
32012L0034R(08),32012L0034,2012.0,Directive,Early 2010s,2
32012R0272,32012R0272,2012.0,Regulation,Early 2010s,1
32013D0463,32013D0463,2013.0,Decision,Early 2010s,1
32013R0575R(04),32013R0575,2013.0,Regulation,Early 2010s,1
32014D0524,32014D0524,2014.0,Decision,Early 2010s,1
32014D0827,32014D0827,2014.0,Decision,Early 2010s,1
32014L0051R(04),32014L0051,2014.0,Directive,Early 2010s,2
32014R1286R(06),32014R1286,2014.0,Regulation,Early 2010s,1
32014R1299R(03),32014R1299,2014.0,Regulation,Early 2010s,1
32015R0035R(12),32015R0035,2015.0,Regulation,Late 2010s,2
32015R0500,32015R0500,2015.0,Regulation,Late 2010s,2
32015R2013,32015R2013,2015.0,Regulation,Late 2010s,4
32016D0309,32016D0309,2016.0,Decision,Late 2010s,3
32016D1137,32016D1137,2016.0,Decision,Late 2010s,3
32016D1635,32016D1635,2016.0,Decision,Late 2010s,3
32016R0217,32016R0217,2016.0,Regulation,Late 2010s,1
32017D0177,32017D0177,2017.0,Decision,Late 2010s,2
32017D0178,32017D0178,2017.0,Decision,Late 2010s,2
32017D0179,32017D0179,2017.0,Decision,Late 2010s,1
32017R0390,32017R0390,2017.0,Regulation,Late 2010s,1
32017R2177,32017R2177,2017.0,Regulation,Late 2010s,2
32017R2459,32017R2459,2017.0,Regulation,Late 2010s,1
32018D1611,32018D1611,2018.0,Decision,Late 2010s,1
32018R1108,32018R1108,2018.0,Regulation,Late 2010s,2
32018R1999R(01),32018R1999,2018.0,Regulation,Late 2010s,1
32019D0327(01),32019D032701,2019.0,Decision,Late 2010s,1
32019D1560R(01),32019D1560,2019.0,Decision,Late 2010s,1
32019L0633R(02),32019L0633,2019.0,Directive,Late 2010s,1
32019R0758,32019R0758,2019.0,Regulation,Late 2010s,2
32019R0881R(01),32019R0881,2019.0,Regulation,Late 2010s,2
32019R1021,32019R1021,2019.0,Regulation,Late 2010s,1
32019R1148R(04),32019R1148,2019.0,Regulation,Late 2010s,1
32019R1285,32019R1285,2019.0,Regulation,Late 2010s,2
32019R1866,32019R1866,2019.0,Regulation,Late 2010s,1
32020D0408,32020D0408,2020.0,Decision,2020s,1
32020R0784,32020R0784,2020.0,Regulation,2020s,1
32021D0891,32021D0891,2021.0,Decision,2020s,1
32021D1037,32021D1037,2021.0,Decision,2020s,1
32021D1428,32021D1428,2021.0,Decision,2020s,1
32021D1439,32021D1439,2021.0,Decision,2020s,1
32021D1741,32021D1741,2021.0,Decision,2020s,1
32021L2167,32021L2167,2021.0,Directive,2020s,2
32021R0379R(02),32021R0379,2021.0,Regulation,2020s,1
32021R0453R(03),32021R0453,2021.0,Regulation,2020s,2
32021R0697R(01),32021R0697,2021.0,Regulation,2020s,3
32021R0849R(01),32021R0849,2021.0,Regulation,2020s,1
32021R2178R(02),32021R2178,2021.0,Regulation,2020s,1
32021R2268R(01),32021R2268,2021.0,Regulation,2020s,1
32022D0134R(03),32022D0134,2022.0,Decision,2020s,2
32022D0620(02),32022D062002,2022.0,Decision,2020s,1
32022D0668,32022D0668,2022.0,Decision,2020s,4
32022D2445,32022D2445,2022.0,Decision,2020s,1
32022O0912R(01),32022O0912,2022.0,Legislative_Act,2020s,1
32022R0112,32022R0112,2022.0,Regulation,2020s,1
32022R0186,32022R0186,2022.0,Regulation,2020s,2
32022R0432,32022R0432,2022.0,Regulation,2020s,1
32022R2372,32022R2372,2022.0,Regulation,2020s,1
32023D0177,32023D0177,2023.0,Decision,2020s,1
32023D1599,32023D1599,2023.0,Decision,2020s,2
32023R1656,32023R1656,2023.0,Regulation,2020s,1
32024D03936,32024D03936,2024.0,Decision,2020s,1
32024D0633,32024D0633,2024.0,Decision,2020s,1
32024R0298,32024R0298,2024.0,Regulation,2020s,1
32024R1860,32024R1860,2024.0,Regulation,2020s,1
32025D0069,32025D0069,2025.0,Decision,2020s,3
32025D0799,32025D0799,2025.0,Decision,2020s,1
32025D1058,32025D1058,2025.0,Decision,2020s,1
31974H0165,31974H0165,1974.0,Legislative_Act,Pre-Single European Act,1
31980D1350,31980D1350,1980.0,Decision,Pre-Single European Act,1
31981D0375,31981D0375,1981.0,Decision,Pre-Single European Act,1
31984D0520,31984D0520,1984.0,Decision,Pre-Single European Act,1
31985D0069,31985D0069,1985.0,Decision,Pre-Single European Act,1
31985D0530,31985D0530,1985.0,Decision,Pre-Single European Act,1
31987H0371,31987H0371,1987.0,Legislative_Act,Pre-Maastricht,2
31989D0630,31989D0630,1989.0,Decision,Pre-Maastricht,1
31992Y0625(01),31992Y062501,1992.0,Legislative_Act,Pre-Maastricht,1
31993R0315,31993R0315,1993.0,Regulation,1990s,1
31994D0718,31994D0718,1994.0,Decision,1990s,1
31994Y0617(01),31994Y061701,1994.0,Legislative_Act,1990s,1
31995Y1230(06),31995Y123006,1995.0,Legislative_Act,1990s,1
31997D0545,31997D0545,1997.0,Decision,1990s,1
31998D0535,31998D0535,1998.0,Decision,1990s,1
31998D0828(01),31998D082801,1998.0,Decision,1990s,1
31999D0833,31999D0833,1999.0,Decision,1990s,1
31999R1225,31999R1225,1999.0,Regulation,1990s,1
32001D0098,32001D0098,2001.0,Decision,Early 2000s,1
32002E0589R(01),32002E0589,2002.0,Legislative_Act,Early 2000s,1
32002G0216(02),32002G021602,2002.0,Legislative_Act,Early 2000s,1
32004D0821,32004D0821,2004.0,Decision,Early 2000s,3
32004L0027,32004L0027,2004.0,Directive,Early 2000s,1
32004R0851R(01),32004R0851,2004.0,Regulation,Early 2000s,1
32006D0558,32006D0558,2006.0,Decision,Late 2000s,2
32006D0951,32006D0951,2006.0,Decision,Late 2000s,1
32006R0907R(01),32006R0907,2006.0,Regulation,Late 2000s,1
32008D0477,32008D0477,2008.0,Decision,Late 2000s,1
32008D0745,32008D0745,2008.0,Decision,Late 2000s,1
32008E0944R(01),32008E0944,2008.0,Legislative_Act,Late 2000s,2
32008R0702,32008R0702,2008.0,Regulation,Late 2000s,1
32009D0512,32009D0512,2009.0,Decision,Late 2000s,1
32009D1007,32009D1007,2009.0,Decision,Late 2000s,1
32010D0462R(01),32010D0462,2010.0,Decision,Early 2010s,1
32010H0250,32010H0250,2010.0,Legislative_Act,Early 2010s,1
32010R0376R(02),32010R0376,2010.0,Regulation,Early 2010s,1
32011A0719(01),32011A071901,2011.0,Legislative_Act,Early 2010s,1
32011A1222(02),32011A122202,2011.0,Legislative_Act,Early 2010s,1
32011D0519,32011D0519,2011.0,Decision,Early 2010s,1
32011D0846,32011D0846,2011.0,Decision,Early 2010s,1
32011L0076,32011L0076,2011.0,Directive,Early 2010s,1
32011R0176,32011R0176,2011.0,Regulation,Early 2010s,1
32012D0157,32012D0157,2012.0,Decision,Early 2010s,3
32012D0281(01),32012D028101,2012.0,Decision,Early 2010s,1
32012D0409,32012D0409,2012.0,Decision,Early 2010s,1
32013A0824(01),32013A082401,2013.0,Legislative_Act,Early 2010s,1
32013D0041(01),32013D004101,2013.0,Decision,Early 2010s,1
32013D0233R(01),32013D0233,2013.0,Decision,Early 2010s,1
32013H0730(01),32013H073001,2013.0,Legislative_Act,Early 2010s,1
32013L0048,32013L0048,2013.0,Directive,Early 2010s,1
32014D0016,32014D0016,2014.0,Decision,Early 2010s,1
32014D0641,32014D0641,2014.0,Decision,Early 2010s,1
32014H0218(01),32014H021801,2014.0,Legislative_Act,Early 2010s,1
32014H0881R(01),32014H0881,2014.0,Legislative_Act,Early 2010s,1
32014L0061,32014L0061,2014.0,Directive,Early 2010s,1
32014R0275R(01),32014R0275,2014.0,Regulation,Early 2010s,1
32014R1317,32014R1317,2014.0,Regulation,Early 2010s,1
32015D0047,32015D0047,2015.0,Decision,Late 2010s,1
32015D1780,32015D1780,2015.0,Decision,Late 2010s,1
32015L2366R(01),32015L2366,2015.0,Directive,Late 2010s,2
32016D1636,32016D1636,2016.0,Decision,Late 2010s,2
32016R0178,32016R0178,2016.0,Regulation,Late 2010s,1
32016R1608,32016R1608,2016.0,Regulation,Late 2010s,1
32017A1110(02),32017A111002,2017.0,Legislative_Act,Late 2010s,1
32017D1792,32017D1792,2017.0,Decision,Late 2010s,1
32017R0776R(01),32017R0776,2017.0,Regulation,Late 2010s,1
32017R2177R(01),32017R2177,2017.0,Regulation,Late 2010s,2
32017R2401,32017R2401,2017.0,Regulation,Late 2010s,1
32018D0496,32018D0496,2018.0,Decision,Late 2010s,1
32018L1972R(02),32018L1972,2018.0,Directive,Late 2010s,1
32018R0627,32018R0627,2018.0,Regulation,Late 2010s,1
32018R0682,32018R0682,2018.0,Regulation,Late 2010s,1
32018R1207,32018R1207,2018.0,Regulation,Late 2010s,1
32019D0504R(01),32019D0504,2019.0,Decision,Late 2010s,1
32019R0799,32019R0799,2019.0,Regulation,Late 2010s,1
32019R0876R(09),32019R0876,2019.0,Regulation,Late 2010s,2
32019R2128R(01),32019R2128,2019.0,Regulation,Late 2010s,1
32020D0414,32020D0414,2020.0,Decision,2020s,1
32020D1016,32020D1016,2020.0,Decision,2020s,2
32020O0978,32020O0978,2020.0,Legislative_Act,2020s,1
32020R0878R(01),32020R0878,2020.0,Regulation,2020s,1
32021D0394,32021D0394,2021.0,Decision,2020s,1
32021D1438,32021D1438,2021.0,Decision,2020s,1
32021D1989,32021D1989,2021.0,Decision,2020s,1
32021D2134,32021D2134,2021.0,Decision,2020s,3
32021L2167R(01),32021L2167,2021.0,Directive,2020s,2
32021R1950,32021R1950,2021.0,Regulation,2020s,1
32022D0118,32022D0118,2022.0,Decision,2020s,1
32022D0173,32022D0173,2022.0,Decision,2020s,3
32022D0339R(02),32022D0339,2022.0,Decision,2020s,1
32022D0895,32022D0895,2022.0,Decision,2020s,1
32022D0911,32022D0911,2022.0,Decision,2020s,1
32022D1002,32022D1002,2022.0,Decision,2020s,1
32022D2241,32022D2241,2022.0,Decision,2020s,1
32022R0732,32022R0732,2022.0,Regulation,2020s,2
32022R1032,32022R1032,2022.0,Regulation,2020s,1
32022R1409,32022R1409,2022.0,Regulation,2020s,1
32022R2058,32022R2058,2022.0,Regulation,2020s,1
32023D0179,32023D0179,2023.0,Decision,2020s,1
32023D0920,32023D0920,2023.0,Decision,2020s,4
32023D0990,32023D0990,2023.0,Decision,2020s,1
32023D1304,32023D1304,2023.0,Decision,2020s,2
32023R0706,32023R0706,2023.0,Regulation,2020s,1
32023R1433,32023R1433,2023.0,Regulation,2020s,1
32024D0632,32024D0632,2024.0,Decision,2020s,1
32024D1059,32024D1059,2024.0,Decision,2020s,1
32024D2524,32024D2524,2024.0,Decision,2020s,2
32024R1765,32024R1765,2024.0,Regulation,2020s,1
32024R2690,32024R2690,2024.0,Regulation,2020s,2
32024R3144,32024R3144,2024.0,Regulation,2020s,2
32025D0271,32025D0271,2025.0,Decision,2020s,2
32025D0860,32025D0860,2025.0,Decision,2020s,1
32025R0301,32025R0301,2025.0,Regulation,2020s,1
31971Y0119(01),31971Y011901,1971.0,Legislative_Act,Pre-Single European Act,1
31975Y0709(04),31975Y070904,1975.0,Legislative_Act,Pre-Single European Act,1
31977H0714,31977H0714,1977.0,Legislative_Act,Pre-Single European Act,1
31977L0312,31977L0312,1977.0,Directive,Pre-Single European Act,1
31980D0157,31980D0157,1980.0,Decision,Pre-Single European Act,1
31984H0549,31984H0549,1984.0,Legislative_Act,Pre-Single European Act,1
31989Y0720(01),31989Y072001,1989.0,Legislative_Act,Pre-Maastricht,1
31991D0251,31991D0251,1991.0,Decision,Pre-Maastricht,2
31993Y1216(01),31993Y121601,1993.0,Legislative_Act,1990s,1
31994D0424,31994D0424,1994.0,Decision,1990s,1
31996E0668,31996E0668,1996.0,Legislative_Act,1990s,1
31998L0029,31998L0029,1998.0,Directive,1990s,1
31999D0645,31999D0645,1999.0,Decision,1990s,1
31999D0847,31999D0847,1999.0,Decision,1990s,1
31999Y0409(03),31999Y040903,1999.0,Legislative_Act,1990s,1
32000D0054,32000D0054,2000.0,Decision,Early 2000s,1
32000D0354R(01),32000D0354,2000.0,Decision,Early 2000s,1
32001R1248,32001R1248,2001.0,Regulation,Early 2000s,1
32001R1326R(01),32001R1326,2001.0,Regulation,Early 2000s,1
32002H0077,32002H0077,2002.0,Legislative_Act,Early 2000s,1
32005H0698,32005H0698,2005.0,Legislative_Act,Late 2000s,2
32006D0771(01),32006D077101,2006.0,Decision,Late 2000s,1
32007D0446,32007D0446,2007.0,Decision,Late 2000s,1
32008A0509(01),32008A050901,2008.0,Legislative_Act,Late 2000s,1
32008F0909R(01),32008F0909,2008.0,Legislative_Act,Late 2000s,1
32008L0096R(02),32008L0096,2008.0,Directive,Late 2000s,1
