source,target,type
32014L0070,http://eurovoc.europa.eu/6411,HAS_CONCEPT
32014L0070,http://eurovoc.europa.eu/2081,HAS_CONCEPT
32014L0070,http://eurovoc.europa.eu/5726,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/5908,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/616,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/441,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/2198,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/4509,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/4533,HAS_CONCEPT
32003R0006,http://eurovoc.europa.eu/4256,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/2985,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/4308,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/3885,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/3618,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/1595,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/2773,HAS_CONCEPT
32011D0234,http://eurovoc.europa.eu/1662,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/4354,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/3870,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/3483,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/2338,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/c_1c478aa5,HAS_CONCEPT
32025D1095,http://eurovoc.europa.eu/2337,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/2825,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/4521,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/195,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/4320,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/4505,HAS_CONCEPT
31998D0523,http://eurovoc.europa.eu/2824,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/172,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/195,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/2457,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/1721,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/5887,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/859,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/4324,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/5152,HAS_CONCEPT
32022D2256,http://eurovoc.europa.eu/2039,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/2826,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/837,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/3730,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/1755,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/6307,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/1937,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/1854,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/1445,HAS_CONCEPT
32021R2168R(01),http://eurovoc.europa.eu/4152,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/4575,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/4584,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/2771,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/1059,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/1338,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/3191,HAS_CONCEPT
32020D0290R(01),http://eurovoc.europa.eu/4402,HAS_CONCEPT
32012R0927R(01),http://eurovoc.europa.eu/2066,HAS_CONCEPT
32012R0927R(01),http://eurovoc.europa.eu/5751,HAS_CONCEPT
32012R0927R(01),http://eurovoc.europa.eu/4381,HAS_CONCEPT
32012R0927R(01),http://eurovoc.europa.eu/3183,HAS_CONCEPT
32020R0390,http://eurovoc.europa.eu/4452,HAS_CONCEPT
32020R0390,http://eurovoc.europa.eu/c_1c478aa5,HAS_CONCEPT
32020R0390,http://eurovoc.europa.eu/3870,HAS_CONCEPT
32020R0390,http://eurovoc.europa.eu/3483,HAS_CONCEPT
32020R0390,http://eurovoc.europa.eu/2337,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/5946,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/3483,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/581,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/2337,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/5876,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/3870,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/5458,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/6930,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/2338,HAS_CONCEPT
32023R1591,http://eurovoc.europa.eu/c_1c478aa5,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/2850,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/5237,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/4031,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/6703,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/4038,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/5365,HAS_CONCEPT
32009D0488R(01),http://eurovoc.europa.eu/2187,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/665,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/729,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/5481,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/1972,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/447442,HAS_CONCEPT
32021D1274,http://eurovoc.europa.eu/5204,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/c_814bb9e4,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/5283,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/837,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/1433,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/4514,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/2457,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/4519,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/3109,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/4387,HAS_CONCEPT
32020R2180,http://eurovoc.europa.eu/4518,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/1318,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/5619,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/2560,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/1445,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/1519,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/5563,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/2356,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/5722,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/2543,HAS_CONCEPT
32023R2708,http://eurovoc.europa.eu/4320,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/3071,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/889,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/1318,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/2825,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/1417,HAS_CONCEPT
31999D0592,http://eurovoc.europa.eu/5754,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/2734,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/2713,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/5751,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/4080,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/2758,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/4381,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/4350,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/3191,HAS_CONCEPT
32022R1008,http://eurovoc.europa.eu/161,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/2737,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/6787,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/5369,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/1309,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/888,HAS_CONCEPT
32003D0863,http://eurovoc.europa.eu/2771,HAS_CONCEPT
32000L0043R(04),http://eurovoc.europa.eu/3910,HAS_CONCEPT
32000L0043R(04),http://eurovoc.europa.eu/3346,HAS_CONCEPT
32000L0043R(04),http://eurovoc.europa.eu/688,HAS_CONCEPT
32000L0043R(04),http://eurovoc.europa.eu/458,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/560,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/3248,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/5234,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/5235,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/2602,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/c_e749c083,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/1971,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/c_04ae3ba8,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/8469,HAS_CONCEPT
32023R1650,http://eurovoc.europa.eu/2836,HAS_CONCEPT
32008R0213R(03),http://eurovoc.europa.eu/2066,HAS_CONCEPT
32008R0213R(03),http://eurovoc.europa.eu/1810,HAS_CONCEPT
32008R0213R(03),http://eurovoc.europa.eu/2076,HAS_CONCEPT
32008R0213R(03),http://eurovoc.europa.eu/3299,HAS_CONCEPT
32008R0213R(03),http://eurovoc.europa.eu/4441,HAS_CONCEPT
