celex,title,year,domains,subdomains,legal_type,url
11951K002,11951K002,1951,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11951K002
11951K006,11951K006,1951,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11951K006
11951K015,11951K015,1951,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11951K015
11951K078DECIMO,11951K078DECIMO,1951,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11951K078DECIMO
11951K078QUINTO,11951K078QUINTO,1951,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11951K078QUINTO
11952K065,11952K065,1952,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11952K065
11957A/PRO/PRI/04,11957A/PRO/PRI/04,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A/PRO/PRI/04
11957A008,11957A008,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A008
11957A022,11957A022,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A022
11957A050,11957A050,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A050
11957A086,11957A086,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A086
11957A107D,11957A107D,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A107D
11957A126,11957A126,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A126
11957A131,11957A131,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A131
11957A179BIS,11957A179BIS,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957A179BIS
11957E/CNV/PTOM/04,11957E/CNV/PTOM/04,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E/CNV/PTOM/04
11957E/PRO/BEI/07,11957E/PRO/BEI/07,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E/PRO/BEI/07
11957E006,11957E006,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E006
11957E045,11957E045,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E045
11957E053,11957E053,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E053
11957E059,11957E059,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E059
11957E061,11957E061,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E061
11957E098,11957E098,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E098
11957E111,11957E111,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E111
11957E125,11957E125,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E125
11957E169,11957E169,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E169
11957E179,11957E179,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E179
11957E194,11957E194,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E194
11957E233,11957E233,1957,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11957E233
11965F/PRO/PRI/01,11965F/PRO/PRI/01,1965,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11965F/PRO/PRI/01
11972B/PRO/03,11972B/PRO/03,1972,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11972B/PRO/03
11972B/PRO/24,11972B/PRO/24,1972,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11972B/PRO/24
11972B129,11972B129,1972,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11972B129
11975R015,11975R015,1975,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11975R015
11979H072,11979H072,1979,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11979H072
11979HN01/13,11979HN01/13,1979,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11979HN01/13
11985I,11985I,,UNKNOWN,SETTORE TRASVERSALE,,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I
11985I085,11985I085,1985,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I085
11985I165,11985I165,1985,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I165
11985I208,11985I208,1985,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I208
11985I224,11985I224,1985,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I224
11985I354,11985I354,1985,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11985I354
11992E000,11992E000,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E000
11992E073E,11992E073E,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E073E
11992E102A,11992E102A,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E102A
11992E104B,11992E104B,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E104B
11992E109E,11992E109E,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E109E
11992E129A,11992E129A,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E129A
11992E130B,11992E130B,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E130B
11992E130I,11992E130I,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E130I
11992E138E,11992E138E,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E138E
11992E223,11992E223,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E223
11992E248,11992E248,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992E248
11992M/PRO/CC/00,11992M/PRO/CC/00,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992M/PRO/CC/00
11992M/PRO/SEBC/42,11992M/PRO/SEBC/42,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992M/PRO/SEBC/42
11992MJ02,11992MJ02,1992,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11992MJ02
11994N,11994N,,UNKNOWN,SETTORE TRASVERSALE,,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11994N
11994N/AFI/DCL/37,11994N/AFI/DCL/37,1994,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11994N/AFI/DCL/37
11994N053,11994N053,1994,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11994N053
11994NN01/03/B,11994NN01/03/B,1994,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11994NN01/03/B
11994NN01/05/F1A,11994NN01/05/F1A,1994,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11994NN01/05/F1A
11997D/AFI,11997D/AFI,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997D/AFI
11997D/PRO/07,11997D/PRO/07,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997D/PRO/07
11997E030,11997E030,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E030
11997E033,11997E033,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E033
11997E043,11997E043,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E043
11997E065,11997E065,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E065
11997E087P2,11997E087P2,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E087P2
11997E098,11997E098,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E098
11997E107,11997E107,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E107
11997E149,11997E149,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E149
11997E156,11997E156,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E156
11997E159,11997E159,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E159
11997E171,11997E171,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E171
11997E179,11997E179,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E179
11997E228,11997E228,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E228
11997E286,11997E286,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997E286
11997M015,11997M015,1997,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:11997M015
12002E0002,12002E0002,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E0002
12002E006,12002E006,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E006
12002E055,12002E055,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E055
12002E161,12002E161,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E161
12002E209,12002E209,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E209
12002E263,12002E263,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E263
12002E269,12002E269,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002E269
12002M017,12002M017,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002M017
12002M038,12002M038,2002,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12002M038
12003T002,12003T002,2003,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12003T002
12003T003,12003T003,2003,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12003T003
12003T053,12003T053,2003,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12003T053
12003T057,12003T057,2003,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12003T057
12005S/ACT,12005S/ACT,2005,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12005S/ACT
12006E/PRO/36,12006E/PRO/36,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E/PRO/36
12006E011A,12006E011A,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E011A
12006E026,12006E026,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E026
12006E047,12006E047,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E047
12006E063,12006E063,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E063
12006E075,12006E075,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E075
12006E087,12006E087,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E087
12006E135,12006E135,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E135
12006E190,12006E190,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E190
12006E191,12006E191,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E191
12006E285,12006E285,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E285
12006E307,12006E307,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006E307
12006M025,12006M025,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006M025
12006M041,12006M041,2006,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12006M041
12008E235,12008E235,2008,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12008E235
12008M029,12008M029,2008,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12008M029
12010A106BIS,12010A106BIS,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010A106BIS
12010E029,12010E029,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010E029
12010E106,12010E106,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010E106
12010E122,12010E122,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010E122
12010E186,12010E186,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010E186
12010E338,12010E338,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010E338
12010M019,12010M019,2010,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12010M019
12012A/TXT,12012A/TXT,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012A/TXT
12012E/PRO/04,12012E/PRO/04,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E/PRO/04
12012E/PRO/21,12012E/PRO/21,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E/PRO/21
12012E007,12012E007,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E007
12012E045,12012E045,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E045
12012E088,12012E088,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E088
12012E123,12012E123,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E123
12012E140,12012E140,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E140
12012E160,12012E160,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E160
12012E167,12012E167,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E167
12012E191,12012E191,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E191
12012E213,12012E213,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E213
12012E240,12012E240,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E240
12012E257,12012E257,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E257
12012E281,12012E281,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E281
12012E326,12012E326,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012E326
12012J/TTE/03,12012J/TTE/03,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012J/TTE/03
12012JN06,12012JN06,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012JN06
12012M/PRO/21,12012M/PRO/21,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012M/PRO/21
12012M/PRO/22,12012M/PRO/22,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012M/PRO/22
12012M002,12012M002,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012M002
12012P015,12012P015,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012P015
12012P047,12012P047,2012,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12012P047
12016A075,12016A075,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016A075
12016A103,12016A103,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016A103
12016E/PRO/12,12016E/PRO/12,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E/PRO/12
12016E003,12016E003,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E003
12016E008,12016E008,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E008
12016E032,12016E032,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E032
12016E061,12016E061,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E061
12016E082,12016E082,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E082
12016E140,12016E140,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E140
12016E173,12016E173,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E173
12016E222,12016E222,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E222
12016E224,12016E224,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E224
12016E241,12016E241,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E241
12016E254,12016E254,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E254
12016E263,12016E263,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E263
12016E272,12016E272,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E272
12016E287,12016E287,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E287
12016E304,12016E304,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E304
12016E326,12016E326,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E326
12016E355,12016E355,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016E355
12016M021,12016M021,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016M021
12016P002,12016P002,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016P002
12016P015,12016P015,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016P015
12016P025,12016P025,2016,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12016P025
12020W/DCL,12020W/DCL,2020,UNKNOWN,SETTORE TRASVERSALE,Treaty,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:12020W/DCL
185G,185G,,UNKNOWN,SETTORE TRASVERSALE,,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:185G
21969A1229(01),21969A1229(01),1969,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21969A1229(01)
21970A0629(01),21970A0629(01),1970,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21970A0629(01)
21970A1205(01),21970A1205(01),1970,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21970A1205(01)
21972A1130(01),21972A1130(01),1972,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21972A1130(01)
21973A0514(01),21973A0514(01),1973,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21973A0514(01)
21973A0722(02),21973A0722(02),1973,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21973A0722(02)
21975A0228(01),21975A0228(01),1975,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:21975A0228(01)
