celex,title,year,domains,subdomains,legal_type,url
52016XC0319(01),52016XC0319(01),2016,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52016XC0319(01)
52016XC0413(02),52016XC0413(02),2016,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52016XC0413(02)
52016XC0505(01),52016XC0505(01),2016,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52016XC0505(01)
52016XC1104(04),52016XC1104(04),2016,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52016XC1104(04)
52017AE0045,52017AE0045,2017,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017AE0045
52017AE0680,52017AE0680,2017,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017AE0680
52017AR3138,52017AR3138,2017,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017AR3138
52017AR3560,52017AR3560,2017,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017AR3560
52017DC0030,52017DC0030,2017,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017DC0030
52017DC0204,52017DC0204,2017,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017DC0204
52017DC0718,52017DC0718,2017,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017DC0718
52017IP0366,52017IP0366,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017IP0366
52017IR0032,52017IR0032,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017IR0032
52017PC0125,52017PC0125,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0125
52017PC0271,52017PC0271,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0271
52017PC0318,52017PC0318,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0318
52017PC0322,52017PC0322,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0322
52017PC0369,52017PC0369,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0369
52017PC0422,52017PC0422,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0422
52017PC0430,52017PC0430,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0430
52017PC0692,52017PC0692,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017PC0692
52017SC0010,52017SC0010,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017SC0010
52017SC0230,52017SC0230,2017,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017SC0230
52017XC1006(03),52017XC1006(03),2017,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017XC1006(03)
52017XC1020(01),52017XC1020(01),2017,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52017XC1020(01)
52018AA0008,52018AA0008,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AA0008
52018AE1109,52018AE1109,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE1109
52018AE2235,52018AE2235,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE2235
52018AE2791,52018AE2791,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE2791
52018AE3137,52018AE3137,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE3137
52018AE3801,52018AE3801,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE3801
52018AE4028,52018AE4028,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE4028
52018AE4618,52018AE4618,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AE4618
52018AR3593,52018AR3593,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AR3593
52018AR4007,52018AR4007,2018,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018AR4007
52018DC0097,52018DC0097,2018,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018DC0097
52018HB0023,52018HB0023,2018,UNKNOWN,SETTORE TRASVERSALE,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018HB0023
52018PC0027,52018PC0027,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0027
52018PC0061,52018PC0061,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0061
52018PC0156,52018PC0156,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0156
52018PC0185,52018PC0185,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0185
52018PC0193,52018PC0193,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0193
52018PC0253,52018PC0253,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0253
52018PC0328,52018PC0328,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0328
52018PC0341,52018PC0341,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0341
52018PC0353,52018PC0353,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0353
52018PC0358,52018PC0358,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0358
52018PC0472,52018PC0472,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0472
52018PC0473,52018PC0473,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0473
52018PC0548,52018PC0548,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0548
52018PC0571,52018PC0571,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0571
52018PC0604,52018PC0604,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0604
52018PC0636,52018PC0636,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0636
52018PC0657,52018PC0657,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0657
52018PC0745,52018PC0745,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0745
52018PC0832,52018PC0832,2018,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018PC0832
52018XC0313(04),52018XC0313(04),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XC0313(04)
52018XC0327(01),52018XC0327(01),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XC0327(01)
52018XC0504(05),52018XC0504(05),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XC0504(05)
52018XC0912(05),52018XC0912(05),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XC0912(05)
52018XC1126(01),52018XC1126(01),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XC1126(01)
52018XG0727(01),52018XG0727(01),2018,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52018XG0727(01)
52019AP0024,52019AP0024,2019,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019AP0024
52019AP0053,52019AP0053,2019,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019AP0053
52019DC0300,52019DC0300,2019,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019DC0300
52019DC0610,52019DC0610,2019,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019DC0610
52019HB0006,52019HB0006,2019,UNKNOWN,SETTORE TRASVERSALE,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019HB0006
52019IP0240,52019IP0240,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019IP0240
52019PC0024,52019PC0024,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0024
52019PC0048,52019PC0048,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0048
52019PC0064,52019PC0064,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0064
52019PC0129,52019PC0129,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0129
52019PC0134,52019PC0134,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0134
52019PC0139,52019PC0139,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0139
52019PC0298,52019PC0298,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019PC0298
52019SC1007,52019SC1007,2019,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019SC1007
52019XC0503(01),52019XC0503(01),2019,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019XC0503(01)
52019XC0607(03),52019XC0607(03),2019,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019XC0607(03)
52019XC0813(01),52019XC0813(01),2019,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019XC0813(01)
52019XC0913(06),52019XC0913(06),2019,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019XC0913(06)
52019XC1010(02),52019XC1010(02),2019,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52019XC1010(02)
52020AA0008,52020AA0008,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AA0008
52020AE1431,52020AE1431,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AE1431
52020AE3369,52020AE3369,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AE3369
52020AE3764,52020AE3764,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AE3764
52020AE5835,52020AE5835,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AE5835
52020AE5933,52020AE5933,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AE5933
52020AR1361,52020AR1361,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AR1361
52020AR3318,52020AR3318,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AR3318
52020AS49414,52020AS49414,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AS49414
52020AS54915,52020AS54915,2020,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020AS54915
52020DC0057,52020DC0057,2020,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020DC0057
52020DC0574,52020DC0574,2020,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020DC0574
52020JC0007,52020JC0007,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020JC0007
52020PC0051,52020PC0051,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0051
52020PC0058,52020PC0058,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0058
52020PC0154,52020PC0154,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0154
52020PC0171,52020PC0171,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0171
52020PC0219,52020PC0219,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0219
52020PC0223,52020PC0223,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0223
52020PC0267,52020PC0267,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0267
52020PC0319,52020PC0319,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0319
52020PC0344,52020PC0344,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0344
52020PC0403,52020PC0403,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0403
52020PC0443,52020PC0443,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0443
52020PC0587,52020PC0587,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0587
52020PC0593,52020PC0593,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0593
52020PC0707,52020PC0707,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0707
52020PC0712,52020PC0712,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0712
52020PC0735,52020PC0735,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0735
52020PC0818,52020PC0818,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0818
52020PC0842,52020PC0842,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020PC0842
52020SC0331,52020SC0331,2020,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020SC0331
52020XC0205(01),52020XC0205(01),2020,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020XC0205(01)
52020XC0403(01),52020XC0403(01),2020,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020XC0403(01)
52020XC0430(03),52020XC0430(03),2020,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020XC0430(03)
52020XC1211(05),52020XC1211(05),2020,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52020XC1211(05)
52021AE4774,52021AE4774,2021,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021AE4774
52021AE6525,52021AE6525,2021,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021AE6525
52021AR0722,52021AR0722,2021,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021AR0722
52021AS53903,52021AS53903,2021,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021AS53903
52021AS62043,52021AS62043,2021,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021AS62043
52021DC0070,52021DC0070,2021,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021DC0070
52021DC0102,52021DC0102,2021,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021DC0102
52021DC0778,52021DC0778,2021,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021DC0778
52021IP0427,52021IP0427,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021IP0427
52021JC0002,52021JC0002,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021JC0002
52021PC0063,52021PC0063,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0063
52021PC0085,52021PC0085,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0085
52021PC0125,52021PC0125,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0125
52021PC0157,52021PC0157,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0157
52021PC0202,52021PC0202,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0202
52021PC0254,52021PC0254,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0254
52021PC0313,52021PC0313,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0313
52021PC0347,52021PC0347,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0347
52021PC0363,52021PC0363,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0363
52021PC0388,52021PC0388,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0388
52021PC0474,52021PC0474,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0474
52021PC0495,52021PC0495,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0495
52021PC0559,52021PC0559,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0559
52021PC0587,52021PC0587,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0587
52021PC0698,52021PC0698,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0698
52021PC0711,52021PC0711,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0711
52021PC0823,52021PC0823,2021,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021PC0823
52021XC0202(01),52021XC0202(01),2021,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021XC0202(01)
52021XC0628(03),52021XC0628(03),2021,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021XC0628(03)
52021XC0729(01),52021XC0729(01),2021,UNKNOWN,SETTORE TRASVERSALE,Other Act,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52021XC0729(01)
52022AA0006,52022AA0006,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AA0006
52022AB0016,52022AB0016,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AB0016
52022AE0101,52022AE0101,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AE0101
52022AE1950,52022AE1950,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AE1950
52022AE5312,52022AE5312,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AE5312
52022AS48556,52022AS48556,2022,UNKNOWN,SETTORE TRASVERSALE,International Agreement,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022AS48556
52022DC0710,52022DC0710,2022,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022DC0710
52022IP0245,52022IP0245,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022IP0245
52022JC0041,52022JC0041,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022JC0041
52022PC0029,52022PC0029,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022PC0029
52022PC0047,52022PC0047,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022PC0047
52022PC0050,52022PC0050,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022PC0050
52022PC0057,52022PC0057,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022PC0057
52022PC0069,52022PC0069,2022,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:52022PC0069
